rel pred,rel truth
0.21428571428571436,0.21428571428571436
0.2,0.3846153846153845
-0.06666666666666654,0.0
-0.18181818181818185,-0.3571428571428572
0.11764705882352934,0.35714285714285704
0.23076923076923084,0.142857142857143
0.058823529411764594,0.3846153846153845
0.15384615384615377,0.07142857142857129
0.0,0.0
0.13333333333333347,0.21428571428571425
0.142857142857143,0.142857142857143
0.1875,0.4615384615384615
0.1999999999999999,-0.14285714285714296
0.07142857142857129,0.07142857142857129
0.058823529411764594,0.28571428571428553
0.24999999999999983,0.07142857142857138
0.06666666666666674,0.23076923076923075
0.06250000000000006,0.21428571428571425
0.0,-0.07142857142857148
0.12499999999999993,0.28571428571428553
0.0,-0.35714285714285715
0.12499999999999993,0.3846153846153845
0.0,-0.14285714285714296
0.5454545454545455,0.21428571428571425
0.25000000000000006,0.4285714285714285
0.0,0.21428571428571436
0.07142857142857129,0.15384615384615377
0.16666666666666682,0.0
0.0,0.07142857142857129
0.4000000000000001,0.0
0.142857142857143,0.142857142857143
0.05263157894736847,0.5384615384615385
0.09090909090909087,-0.14285714285714296
0.18181818181818185,-0.07142857142857148
0.0,0.0
0.4999999999999999,0.28571428571428575
0.0,0.0
0.0,0.21428571428571425
0.13333333333333347,0.21428571428571425
0.15384615384615377,0.07142857142857129
0.0,0.28571428571428575
0.1764705882352941,0.5384615384615385
0.08333333333333341,-0.07142857142857148
0.16666666666666682,0.0
-0.14285714285714296,-0.14285714285714296
0.08333333333333327,-0.07142857142857138
0.30769230769230776,0.30769230769230776
0.058823529411764594,0.28571428571428553
0.21428571428571425,0.21428571428571425
0.06666666666666674,0.14285714285714277
0.12499999999999992,0.28571428571428575
0.0,0.30769230769230776
-0.375,-0.28571428571428575
0.2666666666666667,0.35714285714285704
0.0,-0.07142857142857148
0.0,0.4285714285714287
0.14285714285714277,0.23076923076923075
0.25,0.07142857142857129
0.07692307692307698,0.0
0.21428571428571425,0.21428571428571425
0.24999999999999983,0.07142857142857138
0.0,0.3846153846153845
0.06250000000000006,0.21428571428571425
0.07142857142857129,0.07142857142857129
0.07692307692307698,0.0
0.23076923076923084,0.142857142857143
0.18181818181818185,0.0
0.07142857142857129,0.07142857142857129
0.0,0.14285714285714277
0.06250000000000006,0.21428571428571425
-0.18181818181818182,-0.35714285714285715
0.1999999999999999,-0.07692307692307698
0.11764705882352934,0.35714285714285704
0.25,0.07142857142857129
0.11111111111111122,0.4285714285714285
0.1111111111111112,0.4285714285714287
-0.07692307692307698,-0.07692307692307698
0.0,0.14285714285714277
0.25,0.07142857142857129
0.07142857142857129,0.07142857142857129
-0.06250000000000014,0.07142857142857138
0.0,-0.07692307692307698
0.25,0.07142857142857129
0.1875,0.35714285714285704
0.3333333333333334,0.14285714285714277
0.0,0.4285714285714287
0.18181818181818185,0.0
0.14285714285714277,0.14285714285714277
0.07142857142857129,0.07142857142857129
0.0,-0.07142857142857148
0.05882352941176466,0.28571428571428575
0.28571428571428553,0.3846153846153845
-0.058823529411764754,0.14285714285714277
-0.058823529411764754,0.14285714285714277
0.06250000000000006,0.21428571428571425
0.142857142857143,0.142857142857143
0.06666666666666674,0.23076923076923075
0.25,0.07142857142857129
0.0,0.35714285714285704
0.08333333333333341,-0.07142857142857148
