rel pred,rel truth
0.07142857142857138,0.07142857142857138
0.13333333333333347,0.30769230769230776
-0.33333333333333326,-0.28571428571428575
0.09090909090909087,-0.14285714285714296
0.11764705882352934,0.35714285714285704
0.23076923076923084,0.142857142857143
-0.1764705882352941,0.07692307692307698
-0.07692307692307698,-0.14285714285714296
-0.07142857142857148,-0.07142857142857148
-0.06666666666666654,0.0
0.07142857142857138,0.07142857142857138
-0.3125,-0.15384615384615388
0.1999999999999999,-0.14285714285714296
0.14285714285714277,0.14285714285714277
0.11764705882352934,0.35714285714285704
0.3333333333333333,0.142857142857143
0.06666666666666674,0.23076923076923075
0.06250000000000006,0.21428571428571425
-0.23076923076923075,-0.28571428571428575
0.06250000000000006,0.21428571428571425
0.3333333333333334,-0.14285714285714277
-0.06250000000000006,0.15384615384615377
-0.25,-0.3571428571428572
0.18181818181818185,-0.07142857142857148
0.25000000000000006,0.4285714285714285
-0.17647058823529416,0.0
0.14285714285714277,0.23076923076923075
0.08333333333333341,-0.07142857142857148
0.0,0.07142857142857129
0.4000000000000001,0.0
0.07142857142857138,0.07142857142857138
-0.15789473684210525,0.23076923076923075
0.2727272727272728,0.0
0.0,-0.21428571428571436
-0.14285714285714296,-0.14285714285714296
0.3333333333333333,0.142857142857143
0.0,0.0
-0.1764705882352941,0.0
-0.06666666666666654,0.0
0.15384615384615377,0.07142857142857129
0.05555555555555552,0.35714285714285715
0.0,0.30769230769230776
0.08333333333333341,-0.07142857142857148
0.16666666666666682,0.0
0.14285714285714277,0.14285714285714277
0.0,-0.14285714285714277
0.15384615384615377,0.15384615384615377
-0.058823529411764754,0.14285714285714277
0.07142857142857129,0.07142857142857129
-0.06666666666666654,0.0
-0.31250000000000006,-0.21428571428571425
-0.1764705882352941,0.07692307692307698
0.12499999999999993,0.28571428571428553
0.06666666666666674,0.14285714285714277
-0.15384615384615388,-0.21428571428571436
0.0,0.4285714285714287
-0.07142857142857148,0.0
0.08333333333333341,-0.07142857142857148
-0.15384615384615388,-0.21428571428571436
0.21428571428571425,0.21428571428571425
0.3333333333333333,0.142857142857143
-0.11111111111111106,0.23076923076923075
-0.25000000000000006,-0.14285714285714296
-0.07142857142857148,-0.07142857142857148
0.0,-0.07142857142857148
0.3846153846153846,0.28571428571428575
0.3636363636363636,0.15384615384615377
-0.3571428571428572,-0.3571428571428572
0.0,0.14285714285714277
-0.06250000000000006,0.07142857142857129
-0.18181818181818182,-0.35714285714285715
-0.10000000000000009,-0.30769230769230776
-0.11764705882352951,0.07142857142857129
0.3333333333333334,0.14285714285714277
0.11111111111111122,0.4285714285714285
-0.11111111111111104,0.142857142857143
0.0,0.0
-0.06250000000000006,0.07142857142857129
0.25,0.07142857142857129
0.07142857142857129,0.07142857142857129
-0.12500000000000008,0.0
-0.25,-0.30769230769230776
0.25,0.07142857142857129
0.12499999999999993,0.28571428571428553
0.3333333333333334,0.14285714285714277
-0.15000000000000002,0.21428571428571436
-0.09090909090909087,-0.23076923076923075
0.14285714285714277,0.14285714285714277
0.14285714285714277,0.14285714285714277
0.15384615384615377,0.07142857142857129
-0.17647058823529416,0.0
0.28571428571428553,0.3846153846153845
-0.2941176470588236,-0.14285714285714296
0.058823529411764594,0.28571428571428553
0.06250000000000006,0.21428571428571425
0.07142857142857138,0.07142857142857138
0.06666666666666674,0.23076923076923075
0.08333333333333341,-0.07142857142857148
-0.15789473684210525,0.14285714285714277
0.25,0.07142857142857129
