features,model,acc_mean,acc_std,f1_mean,f1_std,above_73,norm_above_73,acc_mean_above_73
"above_4,above_5,count_5",Categorical,0.587276923076923,0.08567610812215141,0.6185047204724313,0.08858369706063379,0.07,0.047872191128339625,0.0
"above_4,count_3,count_5",Categorical,0.6009692307692308,0.07436569005924819,0.6524585127834286,0.07430077938643136,0.04,0.041362904083101504,0.0
"above_5,count_3,count_5",Categorical,0.5699076923076923,0.08786550238219629,0.5879202616235986,0.1091875612367366,0.01,0.03422631653466868,0.0
"X1,X3,X5,above_3",Categorical,0.5721076923076923,0.07107547617574902,0.6186538033596648,0.07928929475689622,0.03,0.013159443887486688,0.0
"X1,X3,X5,above_4",Categorical,0.6205846153846154,0.07748984434318705,0.6661886762778123,0.0749141829421063,0.05,0.07897550419784927,0.0
"X1,X3,X5,above_5",Categorical,0.6003384615384616,0.08011074583121253,0.6325132552283772,0.08652437828528134,0.06,0.052774357256814675,0.0
"X1,X3,X5,count_3",Categorical,0.596123076923077,0.06736862472719134,0.6385556765313631,0.07351016791203212,0.0,0.023448481262693388,0.0
"X1,X3,X5,count_5",Categorical,0.6003384615384616,0.08011074583121253,0.6325132552283772,0.08652437828528134,0.06,0.052774357256814675,0.0
"X1,X3,above_3,above_4",Categorical,0.6184615384615385,0.08375987091878401,0.662178560005692,0.08367799773652802,0.07,0.09148834052521437,0.0
"X1,X3,above_3,above_5",Categorical,0.5738153846153846,0.07232077786668645,0.6134314427474267,0.07825834927494814,0.02,0.015401468798732387,0.0
"X1,X3,above_3,count_3",Categorical,0.5806153846153848,0.0748508576275113,0.6332312996670866,0.07688532120395729,0.01,0.022979831547705443,0.0
"X1,X3,above_3,count_5",Categorical,0.5738153846153846,0.07232077786668645,0.6134314427474267,0.07825834927494814,0.02,0.015401468798732387,0.0
"X1,X3,above_4,above_5",Categorical,0.6362769230769231,0.08054641206808295,0.6654829640223885,0.08071169873193831,0.11,0.12229490837299006,0.0
"X1,X3,above_4,count_3",Categorical,0.6387999999999999,0.08137591345073081,0.6811294916433458,0.07867595989300338,0.14,0.13120252252404052,0.0
"X1,X3,above_4,count_5",Categorical,0.6362769230769231,0.08054641206808295,0.6654829640223885,0.08071169873193831,0.11,0.12229490837299006,0.0
"X1,X3,above_5,count_3",Categorical,0.6033076923076922,0.07611836780409682,0.6370791132111463,0.08289793865617343,0.04,0.048015084244634965,0.0
"X1,X3,above_5,count_5",Categorical,0.5925076923076924,0.07640987420313977,0.6216830064761824,0.08576433262978417,0.02,0.03597732168545664,0.0
"X1,X3,count_3,count_5",Categorical,0.6033076923076922,0.07611836780409682,0.6370791132111463,0.08289793865617343,0.04,0.048015084244634965,0.0
"X1,X5,above_3,above_4",Categorical,0.6201846153846153,0.07279550021856437,0.6690096154682792,0.07348520528477688,0.05,0.06570737937057536,0.0
"X1,X5,above_3,above_5",Categorical,0.5963692307692309,0.07783688603998985,0.6314565036659199,0.08089820607040446,0.03,0.043007386998339836,0.0
"X1,X5,above_3,count_3",Categorical,0.5857538461538462,0.07174168652742155,0.6336011382945717,0.07903503113702802,0.02,0.022182153636849833,0.0
"X1,X5,above_3,count_5",Categorical,0.5963692307692309,0.07783688603998985,0.6314565036659199,0.08089820607040446,0.03,0.043007386998339836,0.0
"X1,X5,above_4,above_5",Categorical,0.6182307692307693,0.07834814581509075,0.6483296610412042,0.08308528647522055,0.09,0.07685172406214402,0.0
"X1,X5,above_4,count_3",Categorical,0.6259230769230769,0.08142557497712269,0.6730296342403504,0.07994652781912097,0.09,0.1005921570363878,0.0
"X1,X5,above_4,count_5",Categorical,0.6182307692307693,0.07834814581509075,0.6483296610412042,0.08308528647522055,0.09,0.07685172406214402,0.0
"X1,X5,above_5,count_3",Categorical,0.6206923076923077,0.07190637403748666,0.6452211772237102,0.07867560830416073,0.03,0.06423800693053949,0.0
"X1,X5,above_5,count_5",Categorical,0.6071230769230769,0.08123066870623151,0.6373621666320406,0.09468749818337185,0.06,0.06517904958536946,0.0
"X1,X5,count_3,count_5",Categorical,0.6206923076923077,0.07190637403748666,0.6452211772237102,0.07867560830416073,0.03,0.06423800693053949,0.0
"X1,above_3,above_4,above_5",Categorical,0.6175384615384615,0.07837823632229857,0.6523018812207241,0.08335272782033862,0.07,0.07566396662576191,0.0
"X1,above_3,above_4,count_3",Categorical,0.6459076923076923,0.07887574529135223,0.6933841987660265,0.07615306028448932,0.12,0.14318098053098272,0.0
