features,nn,acc_mean,acc_std,f1_mean,f1_std,above_73,avg_acc_above_73
X6,12,0.5615692307692308,0.0826965594613558,0.5986581036626548,0.1583487475202589,0.0,0.020838428540085774
X6,13,0.5849076923076924,0.0817033731459843,0.665870750756817,0.1072974138268365,0.02,0.037879455113994376
X6,14,0.5701384615384616,0.0812835187119823,0.6370993650604764,0.1309671066020425,0.01,0.024608022015074615
X6,15,0.5868923076923077,0.0826832495933342,0.67260560163436,0.1051506976349453,0.03,0.04174423462055388
mean,1,0.5393692307692307,0.094060560876629,0.5504033108468238,0.1288439880713949,0.02,0.021347513797987494
mean,2,0.5075076923076923,0.0804994115896022,0.3626072091775551,0.1476742875833923,0.0,0.0028557537511865183
mean,3,0.5470461538461538,0.0954203853525461,0.5504388782660192,0.1391676518842474,0.01,0.027597026755100673
mean,4,0.5236461538461539,0.0840286383979052,0.4254680978083698,0.1634701418854511,0.01,0.0070294258163813295
mean,5,0.5671538461538461,0.1002324812416513,0.594848750114539,0.129093750840404,0.04,0.05211490598596047
mean,6,0.5484923076923077,0.0924287616293292,0.5240142323991234,0.1465441528530846,0.01,0.024779098871273497
mean,7,0.5835384615384617,0.0953619079670927,0.6241154839974051,0.1124838799763191,0.05,0.06228764833548939
mean,8,0.5708000000000001,0.0997869873291938,0.5690492437133606,0.137046613328987,0.05,0.05531158671224368
mean,9,0.5927076923076923,0.1027037147222605,0.6354437875322863,0.1110504006450218,0.06,0.09064717259521982
mean,10,0.5806923076923077,0.0972262352886419,0.589695408006121,0.1316905923507876,0.07,0.06230931542668905
mean,11,0.6096923076923076,0.0963596566616582,0.6458865141509207,0.10221361352001,0.12,0.10591895098711857
mean,12,0.5971230769230769,0.0954812550146446,0.6197883530542534,0.1069682801534005,0.08,0.08201351563882808
mean,13,0.5998769230769231,0.0952248488280213,0.6524935336072665,0.0892706375857207,0.08,0.0858938056709887
mean,14,0.5877076923076924,0.0963694800566576,0.6175048539394895,0.1021741168502202,0.07,0.06990100186483561
mean,15,0.5866,0.0947353323489513,0.6488566046453138,0.0904146369042608,0.03,0.06505214106141133
F_w_mean,1,0.5636769230769231,0.0927108873814357,0.6050576953887166,0.0958602447159208,0.02,0.03640680395581353
F_w_mean,2,0.5272307692307693,0.0836052997952053,0.4545127145200909,0.1289105336323425,0.01,0.0076475436614114045
F_w_mean,3,0.5838153846153847,0.0879382462181785,0.623869203601886,0.0949810192177864,0.05,0.04822077143874448
