features,nn,acc_mean,acc_std,f1_mean,f1_std,above_73,norm_above_73,acc_mean_above_73
"X1,mean",3,0.5916923076923076,0.09173953352745108,0.5348016107086854,0.1910178191283776,0.06,0.06582683118342836,0.0
"X1,mean",4,0.5659692307692308,0.08595974838955305,0.45100400832635124,0.20763767422054832,0.02,0.02818089927003553,0.0
"X1,mean",5,0.6234461538461538,0.10170688130181757,0.6182348588142635,0.1641307329281445,0.13,0.14739851405893445,0.0
"X1,mean",6,0.6000769230769231,0.09553867831017153,0.5413790780833141,0.18668890863316623,0.09,0.08693073864523093,0.0
"X1,mean",7,0.6291076923076923,0.09297596049930987,0.6441331988548993,0.12146110618132872,0.11,0.1389289362965458,0.0
"X1,mean",8,0.6124153846153847,0.09378667850547197,0.5963385718338134,0.15817900872516402,0.09,0.10496728291956092,0.0
"X1,mean",9,0.6285846153846154,0.1025054606713985,0.6563249247876466,0.13015468959036636,0.12,0.16124213031552936,0.0
"X1,mean",10,0.6146923076923076,0.10007059638252902,0.6225276321512312,0.14367187829198222,0.1,0.12460641227601343,0.0
"X1,mean",11,0.6345846153846153,0.08002853928812968,0.6787782517633354,0.09125155913344608,0.11,0.11657828932501679,0.0
"X1,mean",12,0.6253846153846154,0.09090849811533461,0.6513547497490398,0.11026622845710811,0.12,0.12491204923193722,0.0
"X1,mean",13,0.6333846153846153,0.0805532643805753,0.6830212668209544,0.08293191783265008,0.13,0.11518670792755459,0.0
"X1,mean",14,0.6337846153846154,0.08677411879303466,0.6657976264168606,0.09551776533100689,0.16,0.13375763431704768,0.0
"X1,mean",15,0.640476923076923,0.08001026413444656,0.6935688634558348,0.08210112843444242,0.16,0.1315924883256192,0.0
"X1,F_w_mean",1,0.6321692307692307,0.09864048522510312,0.640390269322763,0.16064068217234884,0.19,0.16064968570474603,0.0
"X1,F_w_mean",2,0.567923076923077,0.08067037906921969,0.40513229688046887,0.2030285505733242,0.05,0.02226190812521489,0.0
"X1,F_w_mean",3,0.5988153846153845,0.09176580817655265,0.547022730057778,0.18959115925384623,0.06,0.07642184877900382,0.0
"X1,F_w_mean",4,0.5643692307692307,0.08417612417815877,0.44648468555105714,0.2033889496583198,0.02,0.02455305436069577,0.0
"X1,F_w_mean",5,0.6286307692307691,0.1008451610583063,0.6227196302809233,0.16181477896677057,0.12,0.15740105365599133,0.0
"X1,F_w_mean",6,0.6036615384615385,0.09661925029013224,0.5458669788040721,0.18520113502576238,0.09,0.09550603657304624,0.0
"X1,F_w_mean",7,0.6353846153846154,0.09325259962745333,0.6508959641642891,0.12417699777812637,0.12,0.15514495330979816,0.0
"X1,F_w_mean",8,0.6202923076923077,0.08923784985169604,0.6065508154322982,0.1539389757046599,0.09,0.1094637074064011,0.0
"X1,F_w_mean",9,0.6320923076923077,0.10437211988018652,0.6593518834880732,0.13158642453858652,0.1,0.17410584904304394,0.0
"X1,F_w_mean",10,0.6170769230769231,0.10179675771681927,0.6217518967821598,0.15041887710311608,0.1,0.13365053322684095,0.0
"X1,F_w_mean",11,0.635676923076923,0.08193566389400576,0.6755501341128055,0.09273644827412496,0.09,0.124828143513251,0.0
"X1,F_w_mean",12,0.6261692307692307,0.08567932369525182,0.6493768556224511,0.10626303658491079,0.1,0.11278427492574394,0.0
"X1,F_w_mean",13,0.6238307692307692,0.07754990605406355,0.6696802512482429,0.08221483467582309,0.08,0.08549276641622239,0.0
"X1,F_w_mean",14,0.6305999999999998,0.08070309233496592,0.6613740722311344,0.08863904393791773,0.1,0.10903521268451066,0.0
"X1,F_w_mean",15,0.626476923076923,0.07466637274526539,0.6775031861513527,0.076701286480462,0.07,0.08280091814871604,0.0
"X1,above_4",1,0.5517846153846154,0.11283149084118221,0.48353617407386684,0.27032112615869786,0.05,0.0571126940149137,0.0
"X1,above_4",2,0.4853230769230769,0.08143343598941052,0.16887851837029796,0.26518185075336637,0.03,0.0013295431296639348,0.0
"X1,above_4",3,0.5297846153846153,0.11936627932147863,0.4002845358023352,0.2829799573889927,0.03,0.04674001342823897,0.0
"X1,above_4",4,0.5091230769230769,0.10356857602974177,0.301947686808714,0.2909058915944301,0.02,0.01647616958841569,0.0
"X1,above_4",5,0.5976461538461538,0.11889241419807302,0.5733828337391205,0.2244590649488556,0.09,0.13280619596986853,0.0
"X1,above_4",6,0.5335692307692308,0.11206367167318648,0.4001018622629391,0.28124442872398514,0.03,0.03981390785883232,0.0
"X1,above_4",7,0.5839692307692307,0.106934516266876,0.5701093926328598,0.20861705513080697,0.07,0.086030813984316,0.0
"X1,above_4",8,0.5522923076923076,0.1090599954316444,0.48928161328257014,0.24459959534997192,0.03,0.051609009415770624,0.0
"X1,above_4",9,0.6033230769230769,0.08422644035240874,0.6318184186841473,0.12148842727416609,0.08,0.06629013801476724,0.0
"X1,above_4",10,0.5900461538461538,0.08813100925837289,0.5776368823901236,0.18349599905213126,0.05,0.05614085595774909,0.0
"X1,above_4",11,0.5956923076923076,0.08516492874861928,0.6247951735118652,0.09495486379666115,0.07,0.05739425075708815,0.0
"X1,above_4",12,0.5977076923076922,0.08218077778097742,0.6011478792369646,0.12462663936685567,0.06,0.05372382972608125,0.0
"X1,above_4",13,0.5902307692307691,0.08065805535401362,0.6187645987714376,0.08924523387024469,0.06,0.041560153176464,0.0
"X1,above_4",14,0.6136461538461537,0.07916716042615667,0.6240533215858108,0.09468505743849386,0.07,0.07081831050258458,0.0
"X1,above_4",15,0.6025384615384616,0.08428730101519467,0.6277752006453882,0.09270130657977138,0.06,0.06523805306819452,0.0
"X1,above_5",1,0.6088461538461538,0.10158678919842368,0.5787261464705011,0.2027184461592034,0.1,0.11651025326226205,0.0
"X1,above_5",2,0.5467384615384616,0.08264697290389719,0.33022472843644957,0.22317526946680113,0.03,0.01329782672627522,0.0
"X1,above_5",3,0.5944615384615385,0.10238065645700875,0.49636785108064885,0.22624657401187398,0.1,0.09277346542405873,0.0
"X1,above_5",4,0.5598153846153846,0.09238234929648878,0.39385873972791174,0.23799246210774916,0.04,0.03272465054716067,0.0
"X1,above_5",5,0.6277846153846154,0.10938057333222023,0.6025248791153885,0.18002127212345906,0.17,0.17502481196765984,0.0
"X1,above_5",6,0.5865999999999999,0.09490083145394927,0.4923691281665568,0.19905839099852085,0.07,0.06538772376958979,0.0
"X1,above_5",7,0.6255076923076923,0.09197431594145948,0.6146885593288309,0.15468024950674394,0.13,0.12795670382268975,0.0
"X1,above_5",8,0.6053076923076923,0.08902426369606894,0.5482671574636894,0.18186802983414802,0.08,0.08065858628354916,0.0
"X1,above_5",9,0.6321076923076923,0.101226246099558,0.6348620320119438,0.14224163223619116,0.13,0.16675589878102848,0.0
"X1,above_5",10,0.6262,0.09436212634088936,0.6122377918318057,0.15454506893834247,0.12,0.135662226204333,0.0
"X1,above_5",11,0.6489230769230768,0.08222123424606775,0.668979897110955,0.09183115489078827,0.17,0.16204630668026243,0.0
"X1,above_5",12,0.6389692307692307,0.08312934386034145,0.6485857038613667,0.1155135843063799,0.14,0.13674741543464364,0.0
"X1,above_5",13,0.6422153846153846,0.08083040028026248,0.6643215127148226,0.0912738038834691,0.15,0.1387318315472157,0.0
"X1,above_5",14,0.6445692307692308,0.08105968434453409,0.6628940774523491,0.09043736024415443,0.14,0.14595879348786922,0.0
"X1,above_5",15,0.6401692307692306,0.07978726003507906,0.6666011846679951,0.08441434197632405,0.12,0.1301084527054549,0.0
"X6,mean",1,0.6050461538461538,0.09330818821607073,0.6178193424781331,0.16274079247391454,0.07,0.09026059872534464,0.0
"X6,mean",2,0.5717846153846153,0.08722282422100743,0.4697509501530891,0.19660054377955405,0.06,0.03484488095062732,0.0
"X6,mean",3,0.6153230769230769,0.09861572542842824,0.6179055089437342,0.16699463440960666,0.12,0.12244183637806483,0.0
"X6,mean",4,0.5785999999999999,0.09463629412482547,0.49705246230929523,0.21352481960779437,0.06,0.05482047503340859,0.0
"X6,mean",5,0.613153846153846,0.08526946497313523,0.6258016628789943,0.13165603907333853,0.07,0.08529406405057738,0.0
"X6,mean",6,0.5876461538461537,0.09949183428180121,0.5157995009962619,0.22324172248544788,0.08,0.07624243217025017,0.0
"X6,mean",7,0.6007384615384614,0.08999815382721855,0.6111180854179353,0.1353255748140781,0.06,0.07546293728971698,0.0
"X6,mean",8,0.6013846153846153,0.08743836375196704,0.5850356981065992,0.15079586540642068,0.09,0.07065553120521384,0.0
"X6,mean",9,0.5966307692307692,0.08745411510341129,0.6265688873033053,0.10724173013779693,0.05,0.06362711715736824,0.0
"X6,mean",10,0.6022,0.0863073508837344,0.6143660221040496,0.11020954784429225,0.05,0.06933599982273997,0.0
"X6,mean",11,0.5858461538461538,0.08636649580498873,0.6315814448826689,0.09445909001526959,0.02,0.0475493231010361,0.0
"X6,mean",12,0.5902923076923077,0.08883538263046202,0.6169470785808396,0.10703261979282575,0.05,0.0578989926123491,0.0
"X6,mean",13,0.5807538461538462,0.08299982034628023,0.6389286704373908,0.08857869917131489,0.02,0.03607659461490975,0.0
"X6,mean",14,0.5855692307692307,0.08861826384211403,0.6272536927880091,0.09892877453869185,0.06,0.051571024682260935,0.0
"X6,mean",15,0.5746769230769231,0.08225416519731807,0.6361330835525237,0.09125089179795359,0.03,0.029490774734614034,0.0
"X6,F_w_mean",1,0.6152615384615384,0.09415401709386192,0.6350578319204625,0.15256046906364906,0.1,0.11149323264147681,0.0
"X6,F_w_mean",2,0.5771076923076922,0.09327525722005518,0.48082454118664003,0.19463215737454725,0.09,0.05059082247613089,0.0
"X6,F_w_mean",3,0.625276923076923,0.0925287749901804,0.6397730953064534,0.14880302705270598,0.12,0.1288615148921345,0.0
"X6,F_w_mean",4,0.5841846153846153,0.09566684796112271,0.5144016179621136,0.2071376351481377,0.07,0.0637294117109114,0.0
"X6,F_w_mean",5,0.613153846153846,0.09404427384900681,0.6314448904248878,0.12807350716037902,0.08,0.10703363054146231,0.0
"X6,F_w_mean",6,0.591076923076923,0.08934316528661806,0.5419186543022935,0.19183396430771088,0.06,0.05998042580353802,0.0
"X6,F_w_mean",7,0.6014307692307692,0.08783450145000206,0.6166705724237856,0.13111679582598595,0.07,0.07162883261124653,0.0
"X6,F_w_mean",8,0.6089692307692307,0.08923953670454932,0.6064307471704673,0.13244593754927175,0.09,0.08751044716851819,0.0
"X6,F_w_mean",9,0.5930153846153846,0.07739713004785752,0.6294997820305578,0.09344719094810248,0.02,0.038372508665230676,0.0
"X6,F_w_mean",10,0.5993999999999999,0.08623372533188732,0.6176734140592187,0.10650119767278951,0.06,0.06495097261699434,0.0
"X6,F_w_mean",11,0.5874461538461538,0.0870031544010885,0.6372770864431192,0.1010679565351234,0.03,0.05065970206544679,0.0
"X6,F_w_mean",12,0.5922461538461538,0.08758560850144302,0.6229309034892305,0.10870063200588122,0.03,0.0578836241977192,0.0
"X6,F_w_mean",13,0.5790307692307693,0.08553283185680098,0.6443644233674042,0.09300341614023978,0.02,0.03877816680690538,0.0
"X6,F_w_mean",14,0.5846153846153846,0.09196809325801418,0.6341714036605968,0.10255788308060844,0.01,0.05696007982916984,0.0
"X6,F_w_mean",15,0.580923076923077,0.08354086977687583,0.6546920557982381,0.08299691251898161,0.02,0.037172936641162724,0.0
"X6,above_4",1,0.5447538461538463,0.08369318297053618,0.5542793838864101,0.2007996006298667,0.02,0.013435179156050636,0.0
"X6,above_4",2,0.4768769230769231,0.0768825908841858,0.260319690983466,0.22158340419686304,0.01,0.0004967997652104428,0.0
"X6,above_4",3,0.509,0.09613953739688773,0.48742340681505647,0.20482827554643307,0.01,0.010759794805558998,0.0
"X6,above_4",4,0.4924615384615385,0.08972555130069149,0.3274190387201237,0.2435495937528526,0.01,0.004055796017364055,0.0
"X6,above_4",5,0.5253384615384615,0.09402113699154799,0.45628542637086633,0.24099752613513428,0.01,0.014749204426596885,0.0
"X6,above_4",6,0.5166923076923078,0.06799804208806788,0.34978157363093054,0.24594789815494555,0.0,0.000853523349377161,0.0
"X6,above_4",7,0.5469538461538462,0.0907281471561639,0.5109412058574239,0.20848445416413952,0.02,0.021820464288100694,0.0
"X6,above_4",8,0.5230153846153847,0.07909964354829582,0.4160704031253374,0.23697557216403098,0.0,0.004438464149649879,0.0
"X6,above_4",9,0.5416307692307692,0.09684412413098807,0.54828997062453,0.1879192095309861,0.02,0.025882885420691837,0.0
"X6,above_4",10,0.5158307692307692,0.09488187486298315,0.46601699272911273,0.22306945137623743,0.01,0.011997177107920254,0.0
"X6,above_4",11,0.5581076923076922,0.09458469921421639,0.599751419235898,0.15943393403716302,0.01,0.03458273626899089,0.0
"X6,above_4",12,0.5285846153846153,0.09862994732268562,0.5386403767360785,0.1863672185612152,0.0,0.020569213164358335,0.0
"X6,above_4",13,0.5634615384615386,0.0930303443528734,0.6275657831642607,0.1359705613162551,0.0,0.03671473566733863,0.0
"X6,above_4",14,0.556,0.09612910450913298,0.5836417912521461,0.18590624505317344,0.01,0.03514279548883492,0.0
"X6,above_4",15,0.5834461538461538,0.08598090334280614,0.659432382859206,0.10040979083192532,0.01,0.044144513229252724,0.0
"X6,above_5",1,0.572123076923077,0.09317141548093971,0.5776485903726847,0.1704542203284737,0.04,0.0450872348810154,0.0
"X6,above_5",2,0.5468923076923076,0.07965650517420438,0.4169561974391506,0.2095243236527881,0.02,0.010760532349522234,0.0
"X6,above_5",3,0.5860615384615384,0.09489298114098052,0.5900392840460079,0.17928250102209983,0.07,0.0646522225886681,0.0
"X6,above_5",4,0.5675230769230769,0.09295539300523341,0.493680711226607,0.21317180433522726,0.04,0.040240493901337326,0.0
"X6,above_5",5,0.5991076923076922,0.08424567623621429,0.6351564330841517,0.13020280997873426,0.05,0.06012827907267171,0.0
"X6,above_5",6,0.5744461538461538,0.09298823365153862,0.5255083962415479,0.19893611823173576,0.06,0.047180024397992626,0.0
"X6,above_5",7,0.5916769230769231,0.08138217096808914,0.629302829405526,0.12575512190410026,0.06,0.044596227382676656,0.0
"X6,above_5",8,0.5997538461538461,0.0860927585626287,0.6046365907207817,0.1461924657964148,0.06,0.06515781407476173,0.0
"X6,above_5",9,0.5905692307692307,0.08050687206508611,0.6405732017115081,0.10163559529103774,0.03,0.04164466964832547,0.0
"X6,above_5",10,0.5929692307692308,0.08405274618959117,0.6233634594341253,0.11409576564344195,0.05,0.051519585199640394,0.0
"X6,above_5",11,0.5965692307692307,0.07505890546724504,0.6573444020890886,0.08722222307782025,0.04,0.03772815385260597,0.0
"X6,above_5",12,0.590553846153846,0.07542323029835736,0.6390832860325036,0.09409981628001832,0.05,0.03223981946154175,0.0
"X6,above_5",13,0.5885538461538461,0.0706290652073989,0.6617412155575296,0.08408150860524069,0.03,0.022606783342789205,0.0
"X6,above_5",14,0.5889846153846153,0.07459261190948666,0.6500294157257135,0.08589261660440861,0.04,0.029347305212848007,0.0
"X6,above_5",15,0.5877538461538461,0.07141376062847127,0.6646100693172912,0.08093443682540716,0.03,0.023193256058468004,0.0
