features,penalty,acc_mean,acc_std,f1_mean,f1_std,above_73,norm_above_73,acc_mean_above_73
"X1,mean,above_5",elasticnet,0.5774461538461538,0.07336678383583543,0.6275883679777567,0.07934284420874042,0.01,0.018793457485684395,0.0
"X1,mean,above_5",,0.5786307692307692,0.07438136020241987,0.6303732868427683,0.0795121006755602,0.01,0.020923297358903303,0.0
"X1,F_w_mean,above_4",l1,0.5738923076923076,0.08108449971896328,0.635560617225234,0.08404677588034482,0.0,0.027099230446966716,0.0
"X1,F_w_mean,above_4",l2,0.5791076923076922,0.07671454195095974,0.6385958800576219,0.08146732953732988,0.0,0.024595510159795775,0.0
"X1,F_w_mean,above_4",elasticnet,0.5783076923076923,0.07896235339981876,0.6379829391587424,0.08251569730030642,0.0,0.02736136218703844,0.0
"X1,F_w_mean,above_4",,0.5711076923076923,0.07943039228742932,0.6300298074106133,0.08347684404805088,0.0,0.022728713342348716,0.0
"X1,F_w_mean,above_5",l1,0.5619076923076922,0.07318683879483431,0.6218497873749289,0.07626857038412456,0.0,0.010816347777738988,0.0
"X1,F_w_mean,above_5",l2,0.5595230769230769,0.07329851262244495,0.6197926494963952,0.07441967044877863,0.0,0.010014887144645712,0.0
"X1,F_w_mean,above_5",elasticnet,0.560723076923077,0.0716406069771002,0.6195994271559525,0.07497296064908367,0.0,0.009067191621586979,0.0
"X1,F_w_mean,above_5",,0.5571076923076924,0.074803183174366,0.6194080017730913,0.0768405505080592,0.0,0.010408251853901596,0.0
"X1,above_4,above_5",l1,0.5746769230769231,0.07404953403718527,0.6395958976250562,0.07902137359904671,0.01,0.017972173285357385,0.0
"X1,above_4,above_5",l2,0.572676923076923,0.07302366318266555,0.6389581672721543,0.0774640306190038,0.01,0.015603927076659141,0.0
"X1,above_4,above_5",elasticnet,0.5734923076923077,0.0745339301631286,0.6391667962793126,0.0783174198823564,0.02,0.0178724246629407,0.0
"X1,above_4,above_5",,0.5706923076923077,0.07249154204898013,0.6366852572513357,0.07756203008423956,0.01,0.013988674117244582,0.0
"X3,X5,X6",l1,0.5563076923076923,0.08058220103881723,0.6339343822947321,0.08021509135810012,0.0,0.015562638351597213,0.0
"X3,X5,X6",l2,0.5611230769230771,0.07944626556626835,0.6357600184873445,0.0777830330950147,0.01,0.016765174139837025,0.0
"X3,X5,X6",elasticnet,0.5607076923076924,0.08021138345336627,0.6353299828367206,0.07818069679818292,0.01,0.01740433960030907,0.0
"X3,X5,X6",,0.5610923076923078,0.07982622991378537,0.6337840233776683,0.07826664060950177,0.01,0.01717485986616185,0.0
"X3,X5,mean",l1,0.5732615384615385,0.08234169822314931,0.6481686035741494,0.08249204603965105,0.04,0.028486844420475665,0.0
"X3,X5,mean",l2,0.5756461538461539,0.08570599393537015,0.6470622655161391,0.08603566285527953,0.04,0.0358538757790674,0.0
"X3,X5,mean",elasticnet,0.5756461538461539,0.08607855363823037,0.6475718784673538,0.08624159068533062,0.04,0.03647253278125562,0.0
"X3,X5,mean",,0.5704307692307693,0.0820908949249903,0.6403178916842256,0.08510735418934857,0.02,0.025959089437139093,0.0
"X3,X5,F_w_mean",l1,0.5639230769230769,0.08096353916767851,0.6272637725280545,0.08782407111766007,0.0,0.020121024951915256,0.0
"X3,X5,F_w_mean",l2,0.561123076923077,0.07883976859698433,0.6238030919214221,0.08014343528571553,0.0,0.0160956495670328,0.0
"X3,X5,F_w_mean",elasticnet,0.5611538461538462,0.0796237825373935,0.6241564403812532,0.08157957355881292,0.0,0.016979875597317506,0.0
"X3,X5,F_w_mean",,0.5615846153846153,0.07506666228747785,0.6190765305627411,0.07898810322245858,0.0,0.012430867254284772,0.0
"X3,X5,above_4",l1,0.593123076923077,0.07337815001353117,0.6631078522704448,0.07201853511380366,0.01,0.031065234628130267,0.0
"X3,X5,above_4",l2,0.5938769230769231,0.07492133310243589,0.663048304751053,0.07135000035195106,0.02,0.03461773949992786,0.0
"X3,X5,above_4",elasticnet,0.5942769230769231,0.07484613961577855,0.6635080748659956,0.07122358833387354,0.02,0.034888073764093974,0.0
"X3,X5,above_4",,0.5942923076923077,0.07349766972919142,0.6624676127965666,0.0714264988059644,0.02,0.03241549937907162,0.0
"X3,X5,above_5",l1,0.5494615384615384,0.08497249816138738,0.6153973885478852,0.09177178465920395,0.0,0.016807106780729608,0.0
"X3,X5,above_5",l2,0.5514307692307692,0.08561293244121143,0.6160081454976261,0.08989425026948109,0.0,0.018499548641803476,0.0
"X3,X5,above_5",elasticnet,0.5514307692307692,0.08691130076798662,0.6162441618875493,0.08977823704929395,0.0,0.019958120339594432,0.0
"X3,X5,above_5",,0.5522307692307692,0.086247579504669,0.6161082153122713,0.08976364380070531,0.0,0.019644348126464206,0.0
"X3,X6,mean",l1,0.5405076923076924,0.09322392841112398,0.611455960335541,0.10220938675223164,0.02,0.02104357413689739,0.0
"X3,X6,mean",l2,0.5362307692307693,0.0874442848823174,0.6023310750227033,0.09721303177394863,0.0,0.013348611794038345,0.0
"X3,X6,mean",elasticnet,0.5366153846153847,0.08738244851051215,0.6032216183780033,0.09744778943025059,0.0,0.013445960342246988,0.0
"X3,X6,mean",,0.5357846153846154,0.08788066680239254,0.601306433152339,0.09767416643744325,0.0,0.013552932191785882,0.0
"X3,X6,F_w_mean",l1,0.562753846153846,0.07991009593257077,0.6271315928962982,0.0873777743050233,0.0,0.018177748372520286,0.0
"X3,X6,F_w_mean",l2,0.5579384615384616,0.0842754626772672,0.623301252229279,0.08649535916471313,0.0,0.020592812822665563,0.0
"X3,X6,F_w_mean",elasticnet,0.561123076923077,0.08172398487679129,0.6253615012179207,0.08549517676970027,0.0,0.019393931095823325,0.0
"X3,X6,F_w_mean",,0.5583846153846154,0.08220291677688339,0.6220651699543662,0.08749599403379435,0.0,0.018412257381778985,0.0
"X3,X6,above_4",l1,0.5722,0.089459191714706,0.6470865123062982,0.10062480702335118,0.01,0.03887164927068587,0.0
"X3,X6,above_4",l2,0.5705384615384615,0.08741721358387734,0.6438204124602214,0.09613967242682571,0.03,0.03406519333578062,0.0
"X3,X6,above_4",elasticnet,0.570123076923077,0.08690556120322414,0.6437736251235858,0.09592918967201282,0.03,0.032908883326972505,0.0
"X3,X6,above_4",,0.5649538461538461,0.08604844651665128,0.6363058694881325,0.09594625289035304,0.02,0.027551649875176776,0.0
"X3,X6,above_5",l1,0.5535384615384615,0.08764479144510313,0.5996758016193344,0.09743960454341173,0.0,0.02203777282567787,0.0
"X3,X6,above_5",l2,0.5530615384615385,0.08761629499088051,0.59539874430478,0.09533180715331288,0.01,0.021719206673988634,0.0
"X3,X6,above_5",elasticnet,0.5546615384615384,0.08881586696560513,0.5972361069534609,0.09674025931539496,0.01,0.02418066953881859,0.0
"X3,X6,above_5",,0.5507230769230769,0.08687567257412802,0.5924520869370993,0.09583410801806858,0.01,0.019527673069706708,0.0
"X3,mean,F_w_mean",l1,0.5631692307692308,0.08109832442690831,0.6283310570255356,0.08443636801725068,0.0,0.019836284391693493,0.0
"X3,mean,F_w_mean",l2,0.558,0.07367624684464068,0.626267582845222,0.07422319261695663,0.01,0.00978378362968324,0.0
"X3,mean,F_w_mean",elasticnet,0.5584307692307692,0.07487898876574042,0.6272660855218393,0.07545317502661328,0.0,0.010973418778414734,0.0
"X3,mean,F_w_mean",,0.5580615384615385,0.07410998383579645,0.625155615527459,0.07498910548251873,0.0,0.010169234672521177,0.0
"X3,mean,above_4",l1,0.5674307692307693,0.08841378108864327,0.6383075290479499,0.09537330182601873,0.03,0.03297732191971614,0.0
"X3,mean,above_4",l2,0.5658461538461539,0.0885376261405486,0.633547366187989,0.09704098296498032,0.03,0.03186546999699913,0.0
"X3,mean,above_4",elasticnet,0.5646923076923077,0.08797992643564383,0.6332274309489361,0.09752965679342897,0.03,0.030127360346135612,0.0
"X3,mean,above_4",,0.558723076923077,0.08512380263561967,0.6270107344436511,0.0937088785410192,0.03,0.022105119431252596,0.0
"X3,mean,above_5",l1,0.5319999999999999,0.08632044331970987,0.5946312683818586,0.09445565644862554,0.0,0.010901604841351609,0.0
"X3,mean,above_5",l2,0.5332461538461539,0.08573383747140895,0.5913444992218992,0.09128895855630074,0.0,0.010868337286625729,0.0
"X3,mean,above_5",elasticnet,0.5320307692307693,0.08608139261098274,0.5907813369473992,0.09095900059654781,0.0,0.010730025614387295,0.0
"X3,mean,above_5",,0.5348307692307693,0.08482701367206505,0.590119071905729,0.09251011775464717,0.0,0.010701723321823065,0.0
"X3,F_w_mean,above_4",l1,0.5722153846153847,0.08602815556720868,0.6342612381955948,0.09269874751418788,0.01,0.033319252026100865,0.0
"X3,F_w_mean,above_4",l2,0.5690153846153847,0.08592470076283903,0.6316685241439117,0.09004924110861359,0.01,0.030495922655420227,0.0
"X3,F_w_mean,above_4",elasticnet,0.5694307692307693,0.08678904710978715,0.6323567628937549,0.09054995390291624,0.01,0.032148892614002555,0.0
"X3,F_w_mean,above_4",,0.5670153846153846,0.08136856610691783,0.6262815511360782,0.0906363525733042,0.01,0.022586416673338605,0.0
"X3,F_w_mean,above_5",l1,0.5598923076923077,0.08118916621113419,0.6237753648773092,0.08733668860883936,0.0,0.018076525867918414,0.0
"X3,F_w_mean,above_5",l2,0.553076923076923,0.07898662908343726,0.6177509964208573,0.08263013419488942,0.0,0.012548327017324223,0.0
"X3,F_w_mean,above_5",elasticnet,0.553076923076923,0.08014764482138075,0.617796081635649,0.08329841810084909,0.0,0.013640813896622528,0.0
"X3,F_w_mean,above_5",,0.5491384615384616,0.08277060908203257,0.6140035842882524,0.08618270701938172,0.0,0.014440987652504234,0.0
"X3,above_4,above_5",l1,0.5590153846153845,0.09062531485356447,0.6149480408061666,0.10354456166076563,0.03,0.02959898223979407,0.0
"X3,above_4,above_5",l2,0.5526461538461538,0.08889634413180329,0.606109699226822,0.10131786331982284,0.02,0.02301798056724147,0.0
"X3,above_4,above_5",elasticnet,0.5546307692307691,0.09004653497796825,0.6085466959578955,0.10083227950956776,0.03,0.025735013184906452,0.0
"X3,above_4,above_5",,0.5522153846153846,0.08692806520744645,0.604221132172525,0.09990241470585495,0.01,0.0204179483924376,0.0
"X5,X6,mean",l1,0.5578,0.0865379500839587,0.6338985132714668,0.0915054428822154,0.0,0.023302164660570113,0.0
"X5,X6,mean",l2,0.5566769230769232,0.08537691441363349,0.6306971657595128,0.089874503784257,0.0,0.02117354310270969,0.0
"X5,X6,mean",elasticnet,0.5570615384615385,0.0862705514491317,0.6312661957175372,0.09070417646402312,0.0,0.022502594534188458,0.0
"X5,X6,mean",,0.5554769230769232,0.08517127054026954,0.6286373219250959,0.08970989648480229,0.0,0.0202269570764555,0.0
"X5,X6,F_w_mean",l1,0.5603692307692307,0.08163597072355012,0.6247867064310557,0.08730410449461279,0.0,0.01885963189928752,0.0
"X5,X6,F_w_mean",l2,0.5551846153846154,0.07782993294060109,0.618923118533461,0.07960650199741336,0.0,0.01234815487641372,0.0
"X5,X6,F_w_mean",elasticnet,0.5575846153846153,0.078758188829431,0.6214949274810305,0.08024906554165417,0.0,0.014292095353842238,0.0
"X5,X6,F_w_mean",,0.5472153846153845,0.07684848537311592,0.6086622715432382,0.07935259874158307,0.0,0.008691467247951223,0.0
"X5,X6,above_4",l1,0.5680615384615385,0.08593739843458226,0.63948730216474,0.08390034709726601,0.02,0.02975699580286273,0.0
"X5,X6,above_4",l2,0.5629384615384617,0.0840442529248975,0.6332056559785005,0.08275858798154483,0.01,0.023417978165177433,0.0
"X5,X6,above_4",elasticnet,0.5625384615384617,0.0835800647220072,0.6329593505597814,0.08255330967833195,0.01,0.022556128934792197,0.0
"X5,X6,above_4",,0.5617538461538464,0.08293835166866288,0.6319005946829023,0.08150168690471869,0.01,0.021251113737916216,0.0
"X5,X6,above_5",l1,0.5443230769230769,0.07725794649004067,0.6126313058636657,0.08671244743201975,0.0,0.008123091968025964,0.0
"X5,X6,above_5",l2,0.5479076923076923,0.07624284465408374,0.6107189461411866,0.08781743529416962,0.0,0.008462799523183295,0.0
"X5,X6,above_5",elasticnet,0.5471076923076923,0.07611165264687828,0.6110156904661568,0.08685029886123492,0.0,0.008131760406447142,0.0
"X5,X6,above_5",,0.5479076923076923,0.07666140724606316,0.6105342668396911,0.08682970801406131,0.0,0.008767821086747674,0.0
"X5,mean,F_w_mean",l1,0.5615846153846155,0.08084449387156255,0.6271677214898975,0.08317295456714031,0.0,0.01861642249687212,0.0
"X5,mean,F_w_mean",l2,0.5575846153846153,0.07590846402900407,0.6228865346784973,0.07634473095419128,0.0,0.011562622485919993,0.0
"X5,mean,F_w_mean",elasticnet,0.5576153846153846,0.07570586964182402,0.6242438634327426,0.07607819781589822,0.0,0.01139218593254443,0.0
"X5,mean,F_w_mean",,0.5596,0.06890543043327765,0.6222646530831625,0.0710006941043904,0.0,0.006700058555692667,0.0
"X5,mean,above_4",l1,0.5879076923076922,0.07810235129691365,0.6583865381144139,0.078956754959855,0.02,0.03443215341564676,0.0
"X5,mean,above_4",l2,0.589123076923077,0.07826892043030517,0.656683910670152,0.08002207360568928,0.03,0.035937515491192396,0.0
"X5,mean,above_4",elasticnet,0.5879384615384615,0.07793996172141796,0.6560291697139405,0.07985108181736265,0.03,0.03417406023490288,0.0
"X5,mean,above_4",,0.5874923076923078,0.07819189110335882,0.653647085223793,0.08158298825801859,0.02,0.03418669717174794,0.0
"X5,mean,above_5",l1,0.541523076923077,0.08457103593041293,0.6091774825510285,0.0949319707295871,0.0,0.012919512589282034,0.0
"X5,mean,above_5",l2,0.5446923076923078,0.08423645923879255,0.609422877830915,0.09189240953508948,0.0,0.013908720101881822,0.0
"X5,mean,above_5",elasticnet,0.5450769230769231,0.08447022513827723,0.6098462649276892,0.09215326202755228,0.0,0.014290783479266933,0.0
"X5,mean,above_5",,0.541123076923077,0.08629105968898818,0.6049205960076898,0.09576975544827013,0.0,0.014304404168446139,0.0
"X5,F_w_mean,above_4",l1,0.5698615384615385,0.08682243186271744,0.6318170557069577,0.0918266289634824,0.01,0.032559776710279986,0.0
"X5,F_w_mean,above_4",l2,0.5615384615384617,0.08221058254055133,0.6245328696866832,0.08560663016178859,0.01,0.02022388931010144,0.0
"X5,F_w_mean,above_4",elasticnet,0.5627384615384616,0.08227665266626064,0.6258288684206904,0.08553289092911014,0.01,0.021030496025058465,0.0
"X5,F_w_mean,above_4",,0.5563846153846154,0.07818696300171758,0.6150228492306344,0.08395942681380789,0.0,0.013191888085377301,0.0
"X5,F_w_mean,above_5",l1,0.5583076923076923,0.08146280960728293,0.622187398077496,0.0861024942576206,0.0,0.017532116267497733,0.0
"X5,F_w_mean,above_5",l2,0.5479692307692308,0.07882521448032873,0.6146521691210273,0.0777213627634119,0.0,0.010463574852625612,0.0
"X5,F_w_mean,above_5",elasticnet,0.5499538461538461,0.07705756090292304,0.6167014206409406,0.0766165580829169,0.0,0.009732206036399904,0.0
"X5,F_w_mean,above_5",,0.5555230769230769,0.0742160910159008,0.619685259593686,0.07695017652367024,0.0,0.009363248290398585,0.0
"X5,above_4,above_5",l1,0.5617384615384615,0.08437326338339945,0.6240648225664568,0.09379660906822335,0.02,0.023062267972668415,0.0
"X5,above_4,above_5",l2,0.5645230769230769,0.08782064023947335,0.622267786802281,0.09470413420222111,0.04,0.0297649048954004,0.0
"X5,above_4,above_5",elasticnet,0.5649230769230769,0.08807205226706451,0.6230746833540051,0.09542683719060568,0.04,0.03044182584853783,0.0
"X5,above_4,above_5",,0.5625384615384617,0.08494853993960003,0.6213897805492747,0.09324784236459223,0.02,0.024343115948770144,0.0
"X6,mean,F_w_mean",l1,0.5616,0.08032888609229187,0.6272761972364821,0.08369960721642795,0.0,0.018024175966061096,0.0
"X6,mean,F_w_mean",l2,0.5548307692307692,0.07551465079841858,0.6232144125575886,0.07680380436582136,0.0,0.010179310336562386,0.0
"X6,mean,F_w_mean",elasticnet,0.5552307692307692,0.07627868555384582,0.6238270493646081,0.07844301817196724,0.0,0.01097611152197775,0.0
"X6,mean,F_w_mean",,0.5552615384615385,0.07352741468363463,0.6230603959220107,0.07477446648194953,0.0,0.00873870011712552,0.0
"X6,mean,above_4",l1,0.5505384615384616,0.08793606472483258,0.620097507851022,0.09836050726594364,0.01,0.02063444073784526,0.0
"X6,mean,above_4",l2,0.5501692307692309,0.08726261662564921,0.6165722073583472,0.0974462126546057,0.01,0.019661079259440606,0.0
"X6,mean,above_4",elasticnet,0.5493384615384617,0.0880030271130777,0.6162901492961168,0.09751214722649075,0.01,0.020041070118567705,0.0
"X6,mean,above_4",,0.5489384615384616,0.08970555252517066,0.6151643193110444,0.09925789107910156,0.02,0.02177489597971738,0.0
"X6,mean,above_5",l1,0.5315538461538462,0.0919674485762932,0.586690826423151,0.10030754559062932,0.0,0.015472202740114627,0.0
"X6,mean,above_5",l2,0.5264615384615385,0.0889566079979946,0.5765940802666996,0.09775958660003507,0.0,0.011066881058653055,0.0
"X6,mean,above_5",elasticnet,0.5268307692307693,0.08823565005613324,0.5780146570233997,0.09707910239914272,0.0,0.010651374349377796,0.0
"X6,mean,above_5",,0.5225076923076923,0.08606634430078797,0.5735834075741303,0.09526684046063223,0.0,0.007957883473055483,0.0
"X6,F_w_mean,above_4",l1,0.5655076923076923,0.08496547993782587,0.629132120955558,0.09093350898945916,0.0,0.02643447138427768,0.0
"X6,F_w_mean,above_4",l2,0.5627384615384616,0.08346421973715061,0.6259615889500068,0.09023371746578555,0.0,0.022535516566770775,0.0
"X6,F_w_mean,above_4",elasticnet,0.5631384615384616,0.08506424164771348,0.6266561958097971,0.09146824614024722,0.0,0.024904863478825257,0.0
"X6,F_w_mean,above_4",,0.5595384615384615,0.08632003202614143,0.6219961395608923,0.09130940819014227,0.0,0.02414756889054026,0.0
"X6,F_w_mean,above_5",l1,0.5571076923076923,0.08092140390198045,0.6217925980016674,0.08582381704530714,0.0,0.016317464915631352,0.0
"X6,F_w_mean,above_5",l2,0.5471538461538461,0.08120202725775527,0.6129464315921254,0.08594422809883867,0.0,0.01216923646661372,0.0
"X6,F_w_mean,above_5",elasticnet,0.5475538461538461,0.08175503748299645,0.6129595434802372,0.08581767774236836,0.0,0.012820053590932856,0.0
"X6,F_w_mean,above_5",,0.5495384615384615,0.08161592836765144,0.6148508453246828,0.08431398538602311,0.0,0.01351421928242924,0.0
"X6,above_4,above_5",l1,0.5463230769230768,0.09063820921892819,0.602484066908363,0.10270811621234781,0.0,0.021357581460443198,0.0
"X6,above_4,above_5",l2,0.5459384615384615,0.09401674784707055,0.5992905328149908,0.10412647326316081,0.01,0.02512952121486922,0.0
"X6,above_4,above_5",elasticnet,0.5455384615384614,0.09438082244275271,0.5989618377803726,0.10480464990470359,0.01,0.02532467475702016,0.0
"X6,above_4,above_5",,0.5419692307692308,0.09262869314040552,0.5951342215357375,0.10295208651234994,0.01,0.021181275429745794,0.0
"mean,F_w_mean,above_4",l1,0.5679076923076923,0.08567200974902987,0.6327938465795441,0.08829599021706534,0.01,0.029244817591738137,0.0
"mean,F_w_mean,above_4",l2,0.5627384615384616,0.08093757694017498,0.6322874515054524,0.08195448916908188,0.0,0.019388294689513752,0.0
"mean,F_w_mean,above_4",elasticnet,0.563523076923077,0.08040026936279172,0.6324315254711387,0.08175850625215787,0.0,0.019198023186814073,0.0
"mean,F_w_mean,above_4",,0.5587384615384614,0.07679108059645727,0.6275118180469278,0.08041997560357692,0.0,0.012866189554182839,0.0
"mean,F_w_mean,above_5",l1,0.5563538461538462,0.08027398496849333,0.6217808907442874,0.08295414256070975,0.0,0.015264111904806144,0.0
"mean,F_w_mean,above_5",l2,0.5495692307692308,0.07383608264657408,0.616652238445061,0.07700350014823731,0.0,0.007269427545560814,0.0
"mean,F_w_mean,above_5",elasticnet,0.5503692307692307,0.0732926758370913,0.6175851731873673,0.07659536643876062,0.0,0.007125584447052913,0.0
"mean,F_w_mean,above_5",,0.5496923076923077,0.07302929622082412,0.6167516078555948,0.07733433904994247,0.0,0.006774986094666202,0.0
"mean,above_4,above_5",l1,0.5546461538461538,0.09471214064626994,0.6116623599413628,0.1072363877104621,0.02,0.03205313915489194,0.0
"mean,above_4,above_5",l2,0.5475230769230769,0.09253507762851867,0.6035734730567629,0.10213763253839675,0.01,0.024306191162357327,0.0
"mean,above_4,above_5",elasticnet,0.5495230769230769,0.09186887877607935,0.605313620220412,0.10235575413562324,0.01,0.024735746109370238,0.0
"mean,above_4,above_5",,0.5475076923076923,0.08797586543710885,0.6049116329906926,0.09486448547471542,0.0,0.019023634824949842,0.0
"F_w_mean,above_4,above_5",l1,0.5646000000000001,0.08506885342171486,0.6271626197890146,0.09109665892791408,0.01,0.025929197274372817,0.0
"F_w_mean,above_4,above_5",l2,0.5574615384615386,0.08012043449500658,0.620291158081996,0.08800871545221822,0.01,0.01564014012057302,0.0
"F_w_mean,above_4,above_5",elasticnet,0.558246153846154,0.08102392662905526,0.6206927296287287,0.08866323756209449,0.01,0.017011808316137356,0.0
"F_w_mean,above_4,above_5",,0.549923076923077,0.08189338573547278,0.6142698899525619,0.0906389465647,0.0,0.013941840651799486,0.0
"X1,X3,X5,X6",l1,0.5603230769230769,0.07291116260996044,0.6226229544851368,0.0766759275097942,0.0,0.009978017297416764,0.0
"X1,X3,X5,X6",l2,0.5567692307692308,0.07238637290435625,0.6169767117153315,0.0776789228165171,0.0,0.00835241872180581,0.0
"X1,X3,X5,X6",elasticnet,0.5567692307692308,0.07348324286698647,0.6172023959773061,0.07834297213004802,0.0,0.009201242764808715,0.0
"X1,X3,X5,X6",,0.5563538461538462,0.07075540165885094,0.6162149435983909,0.07686224496196514,0.0,0.0070604077217181205,0.0
"X1,X3,X5,mean",l1,0.5642923076923076,0.07123900766446534,0.6284292521286915,0.07525257872322087,0.0,0.010007118671643944,0.0
"X1,X3,X5,mean",l2,0.5635076923076924,0.07302851189977691,0.6258931473138571,0.07521041095631965,0.0,0.01130900210432928,0.0
"X1,X3,X5,mean",elasticnet,0.562323076923077,0.07375811899949182,0.6244519636365777,0.07577419718097338,0.0,0.011502996022845768,0.0
"X1,X3,X5,mean",,0.5659076923076922,0.07305982634014449,0.6277145468326715,0.0753850665133519,0.0,0.012352031248612616,0.0
"X1,X3,X5,F_w_mean",l1,0.5675230769230769,0.07411613947162599,0.6276666893144278,0.07910402326785715,0.0,0.014182766915696088,0.0
"X1,X3,X5,F_w_mean",l2,0.5611384615384615,0.06992459844329191,0.6201829982307626,0.07602596087461494,0.0,0.007869571806996989,0.0
"X1,X3,X5,F_w_mean",elasticnet,0.5615538461538461,0.07033394392922278,0.6205949705177348,0.07658472403485073,0.0,0.008311356273612902,0.0
"X1,X3,X5,F_w_mean",,0.5595076923076923,0.06893265043401413,0.6187079809167281,0.07338213286455422,0.0,0.006693264033266422,0.0
"X1,X3,X5,above_4",l1,0.569123076923077,0.07661917043473199,0.6364693219898452,0.08131731785912177,0.0,0.017877820319796567,0.0
"X1,X3,X5,above_4",l2,0.5718461538461539,0.08026656771963732,0.6369801972665327,0.08341833499667456,0.0,0.024398697507610034,0.0
"X1,X3,X5,above_4",elasticnet,0.5714615384615385,0.08033343972756014,0.6367733007148084,0.08348411429557015,0.0,0.024219015997134163,0.0
"X1,X3,X5,above_4",,0.5694615384615385,0.07840039095422388,0.6325265416136808,0.0838566060553786,0.0,0.020295964420607437,0.0
"X1,X3,X5,above_5",l1,0.5607076923076924,0.07223479795433058,0.6221103170465409,0.07501551988519248,0.0,0.009548316093745401,0.0
"X1,X3,X5,above_5",l2,0.5554923076923077,0.0731370618939892,0.6184498115345582,0.07418420831336607,0.0,0.00851553249504744,0.0
"X1,X3,X5,above_5",elasticnet,0.557076923076923,0.0719932606970876,0.6194437769109583,0.07388653045533058,0.0,0.00815432024892726,0.0
"X1,X3,X5,above_5",,0.5578769230769232,0.07420961197092826,0.6204170344406915,0.07589648380053399,0.0,0.010186203285653672,0.0
"X1,X3,X6,mean",l1,0.5634923076923076,0.0787210955689386,0.6206943456836638,0.07927909943342946,0.02,0.017208167354210047,0.0
"X1,X3,X6,mean",l2,0.5575384615384614,0.08247416665647779,0.6173193575757029,0.07911210466631738,0.02,0.018259654375145096,0.0
"X1,X3,X6,mean",elasticnet,0.5583230769230769,0.08274437573621744,0.6177575819857014,0.0789227478657415,0.02,0.01900315791705587,0.0
"X1,X3,X6,mean",,0.559523076923077,0.08288573299264361,0.6175308876957702,0.08157433485138509,0.02,0.0198541578008693,0.0
"X1,X3,X6,F_w_mean",l1,0.5671230769230768,0.07464461124666456,0.6265528217702848,0.0789560337274717,0.0,0.014553589158748714,0.0
"X1,X3,X6,F_w_mean",l2,0.5544,0.07391840055648122,0.614882517316861,0.07718949565175254,0.0,0.008760399500039373,0.0
"X1,X3,X6,F_w_mean",elasticnet,0.5563999999999999,0.07284456013202635,0.6161954755371645,0.07647263767171765,0.0,0.008582443507687776,0.0
"X1,X3,X6,F_w_mean",,0.5547692307692307,0.07447679436850303,0.6144639447266124,0.07888339235056202,0.0,0.009315731892001411,0.0
"X1,X3,X6,above_4",l1,0.5702923076923077,0.08166222682452903,0.6376712467875264,0.0840555406019168,0.02,0.025249620676492168,0.0
"X1,X3,X6,above_4",l2,0.5703230769230769,0.08481327768106785,0.6378638381050068,0.08442128855327082,0.03,0.029871344948604328,0.0
"X1,X3,X6,above_4",elasticnet,0.5711384615384616,0.08624092302807136,0.6381674415186491,0.08521824140271793,0.03,0.03273269193178441,0.0
"X1,X3,X6,above_4",,0.5706923076923077,0.08312630298840863,0.6374829689403648,0.08328252229701229,0.03,0.02765369982552357,0.0
"X1,X3,X6,above_5",l1,0.5682307692307692,0.08043296300933803,0.6187529682919324,0.08222347585729127,0.01,0.022150556248478503,0.0
"X1,X3,X6,above_5",l2,0.565876923076923,0.08107338483010718,0.6175725541339321,0.08361659939618667,0.01,0.021465700025236734,0.0
"X1,X3,X6,above_5",elasticnet,0.5666769230769231,0.08041673116266027,0.6172695468115731,0.08235919598247897,0.01,0.02112958134501175,0.0
"X1,X3,X6,above_5",,0.5678615384615384,0.0820575335759493,0.6187262361181202,0.08403954795024245,0.01,0.02408237500883814,0.0
"X1,X3,mean,F_w_mean",l1,0.5667230769230769,0.07588270456481508,0.6265743946758726,0.07974653514310812,0.0,0.01571043916524051,0.0
"X1,X3,mean,F_w_mean",l2,0.5595384615384615,0.06908548859006362,0.620014432893996,0.07419708208969186,0.0,0.006804910416367327,0.0
"X1,X3,mean,F_w_mean",elasticnet,0.5595692307692307,0.07087119076517182,0.6200968479461733,0.07505683438122332,0.0,0.008090743821273616,0.0
"X1,X3,mean,F_w_mean",,0.5587846153846153,0.06520184227984967,0.6210363955401208,0.07064534684955413,0.0,0.0043206466504864816,0.0
"X1,X3,mean,above_4",l1,0.5782307692307692,0.0765413219411387,0.6452878040644578,0.08150867337894403,0.01,0.023692625955891278,0.0
"X1,X3,mean,above_4",l2,0.5762615384615385,0.07585543865778178,0.6453799131181767,0.0791429956529607,0.03,0.021345037680764678,0.0
"X1,X3,mean,above_4",elasticnet,0.5758615384615385,0.07599772497373478,0.6449360334157581,0.07916766111206772,0.03,0.021270003358320966,0.0
"X1,X3,mean,above_4",,0.574246153846154,0.07392003355617979,0.6431256962313074,0.0766749964755587,0.02,0.017556247986641238,0.0
"X1,X3,mean,above_5",l1,0.5727076923076924,0.07485927468201359,0.6249444637197623,0.07734644018530619,0.01,0.017812879040940754,0.0
"X1,X3,mean,above_5",l2,0.5671538461538461,0.07862016393721645,0.6220122334784969,0.0779386246545717,0.02,0.01916526093497206,0.0
"X1,X3,mean,above_5",elasticnet,0.5671384615384615,0.07871197438282566,0.6222172599335234,0.07817397271285313,0.02,0.0192691908536049,0.0
"X1,X3,mean,above_5",,0.5691384615384615,0.07739144181543713,0.6246462790682026,0.0755789530356658,0.02,0.018829628617466176,0.0
