features,max_depth,acc_mean,acc_std,f1_mean,f1_std,above_73,norm_above_73,acc_mean_above_73
"X6,F_w_mean",1,0.617,0.08114400231949391,0.5530645921858064,0.12016407966740691,0.1,0.08187251249887795,0.0
"X6,F_w_mean",2,0.5970769230769231,0.07876337117628507,0.5659157066860491,0.11578389951429738,0.06,0.045741566544766465,0.0
"X6,F_w_mean",3,0.6108153846153846,0.1056759487955805,0.6254403112922925,0.13269525572619195,0.09,0.12969564056809735,0.0
"X6,F_w_mean",4,0.6421384615384614,0.10138400723524851,0.6637928005304111,0.11644056263958075,0.17,0.19307477406982776,0.0
"X6,F_w_mean",5,0.668476923076923,0.08769810911983944,0.6921630389605379,0.0948725597410259,0.21,0.24148536850148639,1.1470824290427117e-12
"X6,F_w_mean",6,0.680046153846154,0.08894156182639441,0.7016684769554554,0.09113236298516061,0.25,0.28717795086074316,9.74436620282404e-09
"X6,above_4",1,0.5674461538461538,0.0551352162506498,0.6823944573105787,0.06774897380352587,0.0,0.0015977570773921812,0.0
"X6,above_4",2,0.5631538461538461,0.061619705985021325,0.6498873197475544,0.07278124542981587,0.0,0.0033878141828003194,0.0
"X6,above_4",3,0.5707230769230769,0.07048049963218456,0.650453813545456,0.07361803697333905,0.0,0.011914591292649712,0.0
"X6,above_4",4,0.5995538461538461,0.0687247472718086,0.6607044215258975,0.07564312268302092,0.0,0.02884173196673867,0.0
"X6,above_4",5,0.6134307692307691,0.07472612084200997,0.6595118810012078,0.07892598706741713,0.05,0.059385503072936996,0.0
"X6,above_4",6,0.6094461538461537,0.07352623651201863,0.6550040609435822,0.07738159505420188,0.04,0.05054385787896187,0.0
"X6,above_5",1,0.5363846153846155,0.051623752617564786,0.663239591137801,0.08462606663671476,0.0,8.823774106470061e-05,0.0
"X6,above_5",2,0.5697384615384616,0.07726847225572489,0.6734976874125026,0.08247691697220892,0.01,0.01903561305571655,0.0
"X6,above_5",3,0.5404615384615385,0.07834727728509884,0.6369907025062675,0.09552045097310911,0.0,0.007777143888303195,0.0
"X6,above_5",4,0.5440615384615386,0.07972245346073348,0.6305812447602701,0.09516453222831733,0.01,0.009841869303339634,0.0
"X6,above_5",5,0.5396153846153845,0.08271355719819272,0.6103086832976062,0.10050647692860121,0.0,0.01067508587461441,0.0
"X6,above_5",6,0.5447384615384615,0.08594884401190192,0.6015995502027662,0.10735778682215097,0.0,0.015561907649104367,0.0
"mean,F_w_mean",1,0.6181999999999999,0.07998818107961972,0.5540628096546121,0.1210118031819895,0.1,0.08110061193724172,0.0
"mean,F_w_mean",2,0.5873538461538461,0.07130817525353013,0.5853865377601987,0.1161706617478725,0.04,0.02272757578701179,0.0
"mean,F_w_mean",3,0.6504769230769231,0.09035936013771369,0.6697664459005545,0.10625382095779765,0.19,0.18940915166151462,0.0
"mean,F_w_mean",4,0.6569230769230768,0.08290751959101011,0.6802134732989505,0.10017500595868897,0.18,0.18904338502910512,0.0
"mean,F_w_mean",5,0.6641846153846154,0.08698039771005199,0.683923515049147,0.09412724454050042,0.26,0.2246240473450507,1.9095836023552692e-14
"mean,F_w_mean",6,0.672523076923077,0.08665322851362388,0.6936021947737419,0.09639949811704548,0.26,0.2535698220011866,1.6448731265938932e-11
"mean,above_4",1,0.5617692307692308,0.06732536031847015,0.558258913312713,0.14626990695267472,0.0,0.0062312116629850145,0.0
"mean,above_4",2,0.5538153846153847,0.06284534600742445,0.5826321412926891,0.13831193043004467,0.0,0.0025278500046667096,0.0
"mean,above_4",3,0.5816923076923076,0.10221974241625231,0.633445778185389,0.13613292675342553,0.05,0.07340784810795797,0.0
"mean,above_4",4,0.611553846153846,0.0940264333978206,0.6494241122860817,0.11662190809431563,0.08,0.10388677680412095,0.0
"mean,above_4",5,0.6448307692307691,0.0893476740822352,0.6773924911618334,0.08890636363579225,0.16,0.1702357899097937,0.0
"mean,above_4",6,0.6455538461538459,0.08489768154290757,0.6660470419117178,0.09688395649290468,0.13,0.15994559567537936,0.0
"mean,above_5",1,0.5669384615384616,0.0699773403730127,0.5477904486916707,0.1402923615338461,0.0,0.009897663183710104,0.0
"mean,above_5",2,0.5531230769230769,0.06516631612571368,0.6056373920762642,0.13481589350737463,0.0,0.003321416283053269,0.0
"mean,above_5",3,0.6159846153846154,0.09650211267883875,0.6465266801859094,0.12885899376487403,0.08,0.1187059060251876,0.0
"mean,above_5",4,0.636476923076923,0.0784435258358657,0.6610113203160348,0.09480677625575332,0.08,0.11658465684376695,0.0
"mean,above_5",5,0.6571538461538462,0.08214790384732208,0.6757393430402753,0.10229886343536729,0.15,0.1876018393754959,0.0
"mean,above_5",6,0.6670615384615385,0.07537428343639689,0.6876459928427022,0.086473616816159,0.17,0.2018553625071915,0.0
"F_w_mean,above_4",1,0.613476923076923,0.08078728589406985,0.5538048117185955,0.12098747047808689,0.09,0.07460264203556544,0.0
"F_w_mean,above_4",2,0.5975846153846153,0.07629381232325837,0.5654995657942387,0.11783454776988865,0.07,0.041317473942189764,0.0
"F_w_mean,above_4",3,0.5976769230769231,0.10612318286231524,0.6145645716292334,0.12761081640272892,0.08,0.10622040038203129,0.0
"F_w_mean,above_4",4,0.6064615384615385,0.090840128765226,0.6294400457952367,0.11135773484838661,0.09,0.08692212718055392,0.0
"F_w_mean,above_4",5,0.6318615384615385,0.09294785584038742,0.6513858653718895,0.11686736306693961,0.15,0.145519683104806,0.0
"F_w_mean,above_4",6,0.6593692307692308,0.08243659065785011,0.6787779918575949,0.09750686438483305,0.17,0.19578073571357746,0.0
"F_w_mean,above_5",1,0.6181999999999999,0.07998818107961972,0.5540628096546121,0.1210118031819895,0.1,0.08110061193724172,0.0
"F_w_mean,above_5",2,0.5995384615384615,0.07575622692003452,0.5688288239751254,0.11557438186521675,0.06,0.04252362250291597,0.0
"F_w_mean,above_5",3,0.6076461538461538,0.10226626228804328,0.6226240681746541,0.13112819821470786,0.08,0.11576550231137994,0.0
"F_w_mean,above_5",4,0.6234615384615385,0.09221158458328839,0.6336247388100688,0.11860486776023257,0.12,0.12396955281285138,0.0
"F_w_mean,above_5",5,0.6408153846153846,0.08825365674573538,0.6635001463890721,0.09844775323287393,0.17,0.15611624710733096,0.0
"F_w_mean,above_5",6,0.658276923076923,0.07772087212903006,0.6792814184534492,0.08474552536064847,0.16,0.17804815530711116,0.0
"above_4,above_5",1,0.5534461538461539,0.06219633734150448,0.6683823228294912,0.09515757480916388,0.0,0.0022652166762526793,0.0
"above_4,above_5",2,0.5658,0.062208983540450936,0.6811355350679967,0.08125329897887668,0.0,0.00415154166486198,0.0
"above_4,above_5",3,0.5423846153846154,0.07322313308603307,0.6255760567509063,0.08164147353076394,0.0,0.005199941720801626,0.0
"above_4,above_5",4,0.5567846153846154,0.07235549810835992,0.6374154608557417,0.07635955585631166,0.0,0.008334029277560107,0.0
"above_4,above_5",5,0.5876615384615385,0.0854152349810261,0.6481699251186214,0.08621821451568688,0.0,0.04781395633558061,0.0
"above_4,above_5",6,0.6189230769230769,0.08536493189614301,0.6424181018686751,0.09301703359326595,0.05,0.09659485493414577,0.0
"X1,X3,X6",1,0.6401846153846152,0.08596993557334567,0.6615546887658509,0.0856645155462446,0.15,0.14807385050723587,0.0
"X1,X3,X6",2,0.6174307692307692,0.08169913197629748,0.6429043226417618,0.09466895607011949,0.08,0.08412464793392338,0.0
"X1,X3,X6",3,0.5911846153846154,0.07426033050283666,0.627223119399171,0.11229384827837034,0.05,0.030790030266579782,0.0
"X1,X3,X6",4,0.6010923076923077,0.08942056605242497,0.6526638808771249,0.105576122886411,0.09,0.07470919579201096,0.0
"X1,X3,X6",5,0.6123538461538461,0.09015947868989226,0.6528038919415432,0.10063388809471141,0.08,0.09596902202097768,0.0
"X1,X3,X6",6,0.6495230769230769,0.09492113076174744,0.6982561959099194,0.09572302233484813,0.2,0.19826650026145853,0.0
"X1,X3,mean",1,0.6018923076923077,0.08653127628290205,0.6037754266020768,0.13632331994685645,0.07,0.06937279992975987,0.0
"X1,X3,mean",2,0.5916,0.08166678436573252,0.5973813669753987,0.12227825493640859,0.03,0.04506698564359368,0.0
"X1,X3,mean",3,0.6242769230769231,0.09257028802403107,0.6333683346657374,0.12025788762847771,0.13,0.1267094806568161,0.0
"X1,X3,mean",4,0.6581230769230768,0.07691925528968366,0.6555004037265065,0.09539078565654968,0.24,0.17503682994122016,0.0
"X1,X3,mean",5,0.6698153846153845,0.08241496388514254,0.682474363944813,0.08567479871723335,0.22,0.2326146584129538,1.411093464298574e-13
"X1,X3,mean",6,0.6947538461538462,0.08446758980704168,0.7050532687470793,0.08891749288877707,0.34,0.33823889461363876,1.504772178917424e-05
"X1,X3,F_w_mean",1,0.6177999999999999,0.08017798396334266,0.5538348894266918,0.12091751885016026,0.1,0.08084853472376707,0.0
"X1,X3,F_w_mean",2,0.6038461538461537,0.07610192480206977,0.5704263554497231,0.1162295915024951,0.06,0.048689434312091495,0.0
"X1,X3,F_w_mean",3,0.609276923076923,0.09973181909323109,0.6101226185179965,0.13448181176905774,0.09,0.11304794836345144,0.0
"X1,X3,F_w_mean",4,0.6186615384615384,0.0972309286756239,0.645679930576162,0.11638765690367388,0.1,0.12608530523804484,0.0
"X1,X3,F_w_mean",5,0.6387846153846154,0.09435857455322212,0.654002661146095,0.11214981198276275,0.16,0.16684979422138724,0.0
"X1,X3,F_w_mean",6,0.6601230769230768,0.0898104987207697,0.6861277747867498,0.09452845935040464,0.24,0.21827021324586215,3.6637359812630166e-15
"X1,X3,above_4",1,0.6040923076923077,0.08296152098712414,0.6456810102494355,0.08344203327345429,0.06,0.06454959457338905,0.0
"X1,X3,above_4",2,0.6084615384615385,0.0861457413770202,0.6268346073182446,0.09768637014937193,0.08,0.07914486500675644,0.0
"X1,X3,above_4",3,0.5734153846153847,0.07240225567769927,0.616295770027095,0.09620568310546179,0.01,0.015281993943426886,0.0
"X1,X3,above_4",4,0.5730615384615384,0.08536908937149526,0.6070254497167127,0.09548933854018804,0.04,0.03300525476590377,0.0
"X1,X3,above_4",5,0.5901846153846154,0.08263723532840322,0.6225012174544741,0.09566289864984197,0.05,0.045330852389056764,0.0
"X1,X3,above_4",6,0.6060461538461539,0.08646982029867535,0.6385763802685733,0.09223683142669703,0.09,0.0758585583471062,0.0
"X1,X3,above_5",1,0.6397846153846153,0.08108524844133426,0.6625810527275597,0.08375975743718655,0.13,0.13294029662152318,0.0
"X1,X3,above_5",2,0.6333846153846153,0.08739802172351174,0.6462318063625553,0.10143743184230519,0.12,0.13447924819230117,0.0
"X1,X3,above_5",3,0.5801230769230769,0.08264493956379276,0.5787934354764688,0.10553519553732854,0.04,0.034877066151584035,0.0
"X1,X3,above_5",4,0.5715692307692307,0.08431933664672879,0.579507758747742,0.11102436210046941,0.03,0.030126509287621728,0.0
"X1,X3,above_5",5,0.5702153846153846,0.0839928202059786,0.585812571504964,0.10588783654177318,0.04,0.028562026905623927,0.0
"X1,X3,above_5",6,0.5812923076923078,0.08418821404813968,0.6220335259047346,0.08986416770365684,0.02,0.03866674138110304,0.0
"X1,X6,mean",1,0.5986923076923076,0.08764435260973008,0.6028748257661313,0.13510315082101693,0.07,0.0670422433545963,0.0
"X1,X6,mean",2,0.5884,0.07583614226325584,0.5993850204631002,0.10744996967488527,0.03,0.030937977539417627,0.0
"X1,X6,mean",3,0.6377076923076923,0.09003023686682081,0.6766443498770696,0.10374148052967333,0.13,0.15265194522937442,0.0
"X1,X6,mean",4,0.6577692307692307,0.08551891724700793,0.689690064631005,0.09346953528944907,0.17,0.19916223338285022,0.0
"X1,X6,mean",5,0.6974923076923077,0.0871379658286639,0.7160584359984812,0.09981827199931322,0.35,0.35455188237562507,9.551203066870961e-05
"X1,X6,mean",6,0.7198,0.08476117649856046,0.7402077913652724,0.09271220059195348,0.43,0.45210765699594946,0.11441443414879493
"X1,X6,F_w_mean",1,0.6165999999999999,0.08132520588615828,0.5528366719578862,0.12006723478922637,0.1,0.08159817743063769,0.0
"X1,X6,F_w_mean",2,0.6006461538461538,0.07847215011196818,0.568468666503607,0.11685099263547527,0.06,0.049634845585151965,0.0
"X1,X6,F_w_mean",3,0.6155999999999999,0.10839005172805052,0.6280386002076114,0.13532267935376618,0.11,0.1456103734483153,0.0
"X1,X6,F_w_mean",4,0.6485692307692308,0.10053378365905033,0.6703016292136909,0.115881230878969,0.22,0.20897464862229076,2.220446049250313e-16
"X1,X6,F_w_mean",5,0.6728769230769232,0.08717109748469609,0.6932596368066384,0.09996806520473034,0.23,0.25613783935165146,2.819933175857159e-11
"X1,X6,F_w_mean",6,0.6911846153846156,0.08844986009869822,0.7091962836104928,0.09716830838177887,0.3,0.33038854058842826,5.70923838083548e-06
"X1,X6,above_4",1,0.5996923076923077,0.0844941789248783,0.6431137427468231,0.08311987087168138,0.06,0.061511393755778854,0.0
"X1,X6,above_4",2,0.6008307692307692,0.08072993036541487,0.6227794317545116,0.09299871708304512,0.06,0.05479744759723215,0.0
"X1,X6,above_4",3,0.6106307692307692,0.0880911563910903,0.6784838534030158,0.09410040445490683,0.1,0.08769844613261446,0.0
"X1,X6,above_4",4,0.6448461538461538,0.07644540148553099,0.6907864342020866,0.08204792796262818,0.12,0.1326573588951686,0.0
"X1,X6,above_4",5,0.6665846153846152,0.08507569341161703,0.7043378146951162,0.08652081796371047,0.22,0.22801510426157656,4.529709940470639e-14
"X1,X6,above_4",6,0.703,0.07746803119989669,0.7338025346075004,0.0739293883918075,0.34,0.36372076874178616,0.00024578482391801604
"X1,X6,above_5",1,0.6353846153846153,0.08453142687886864,0.661629169840332,0.08315311697031683,0.13,0.1315077061235943,0.0
