features,model,acc_mean,acc_std,f1_mean,f1_std,above_73,norm_above_73,acc_mean_above_73
"X1,X3,F_w_mean,above_5,count_3,count_5",Gaussian,0.5754153846153848,0.07228542373955554,0.5956393159323395,0.09050188233882789,0.02,0.01623683776335727,0.0
"X1,X3,above_4,above_5,count_3,count_5",Gaussian,0.5527692307692307,0.07887177820012495,0.5728393640767764,0.09047136582124013,0.01,0.01231763004012576,0.0
"X1,X5,X6,mean,F_w_mean,above_4",Gaussian,0.5766153846153848,0.08476043511536939,0.629159909890977,0.09102541058197333,0.0,0.03517696827277039,0.0
"X1,X5,X6,mean,F_w_mean,above_5",Gaussian,0.5602615384615385,0.08363800698855606,0.5956884633470828,0.09193205393124801,0.01,0.021206659219784485,0.0
"X1,X5,X6,mean,F_w_mean,count_3",Gaussian,0.5622923076923078,0.0836805690297102,0.6120665707883571,0.09090172078224011,0.0,0.022527458147378332,0.0
"X1,X5,X6,mean,F_w_mean,count_5",Gaussian,0.5602615384615385,0.08363800698855606,0.5956884633470828,0.09193205393124801,0.01,0.021206659219784485,0.0
"X1,X5,X6,mean,above_4,above_5",Gaussian,0.5633846153846155,0.09527065152196725,0.5993369194631536,0.10707498082940223,0.02,0.04015729085155195,0.0
"X1,X5,X6,mean,above_4,count_3",Gaussian,0.5845538461538462,0.08474952165126565,0.6336091564886458,0.08987771196967978,0.0,0.04306377430635633,0.0
"X1,X5,X6,mean,above_4,count_5",Gaussian,0.5633846153846155,0.09527065152196725,0.5993369194631536,0.10707498082940223,0.02,0.04015729085155195,0.0
"X1,X5,X6,mean,above_5,count_3",Gaussian,0.5428461538461538,0.08678760716482768,0.5703995055266794,0.09861872899486378,0.0,0.015523952613242575,0.0
"X1,X5,X6,mean,above_5,count_5",Gaussian,0.5633846153846153,0.08079955474714745,0.5674188768071751,0.10070460918767317,0.02,0.01959991942235273,0.0
"X1,X5,X6,mean,count_3,count_5",Gaussian,0.5428461538461538,0.08678760716482768,0.5703995055266794,0.09861872899486378,0.0,0.015523952613242575,0.0
"X1,X5,X6,F_w_mean,above_4,above_5",Gaussian,0.5666615384615385,0.08809813113828904,0.6075685184983426,0.0968677053355154,0.01,0.03186590486686991,0.0
"X1,X5,X6,F_w_mean,above_4,count_3",Gaussian,0.5650615384615385,0.08457014035138677,0.62201442425894,0.08721024240522397,0.02,0.025569258967630626,0.0
"X1,X5,X6,F_w_mean,above_4,count_5",Gaussian,0.5666615384615385,0.08809813113828904,0.6075685184983426,0.0968677053355154,0.01,0.03186590486686991,0.0
"X1,X5,X6,F_w_mean,above_5,count_3",Gaussian,0.5555846153846153,0.08219378314791016,0.5912068494385728,0.0892182884996509,0.02,0.016918778718379768,0.0
"X1,X5,X6,F_w_mean,above_5,count_5",Gaussian,0.5776923076923077,0.08151712347794385,0.5938855608749761,0.09634197676384068,0.03,0.030852229831411226,0.0
"X1,X5,X6,F_w_mean,count_3,count_5",Gaussian,0.5555846153846153,0.08219378314791016,0.5912068494385728,0.0892182884996509,0.02,0.016918778718379768,0.0
