features,margin,kernel,acc_mean,acc_std,f1_mean,f1_std,above_73,norm_above_73,acc_mean_above_73
"X1,X3",10.0,rbf,0.6210307692307693,0.07440113729486417,0.6749408433421427,0.07113852329476476,0.1,0.07151261005022169,0.0
"X1,X3",1.0,rbf,0.6008307692307693,0.08085326617328191,0.6394635883976165,0.08402926266292338,0.05,0.055068694962595366,0.0
"X1,X3",0.1,rbf,0.5493076923076924,0.04371958790821233,0.6915873975477014,0.05489691240783658,0.0,1.7904271576885122e-05,0.0
"X1,X3",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X1,X3",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X1,X5",100.0,rbf,0.6231538461538462,0.09102087022528431,0.6675742352248685,0.09253888557926149,0.13,0.12022468373414807,0.0
"X1,X5",10.0,rbf,0.6231538461538461,0.09010746378400515,0.6655589393889941,0.09370640399786885,0.13,0.11785782802258993,0.0
"X1,X5",1.0,rbf,0.6237076923076923,0.08836693134998531,0.628938346019858,0.09496905611791949,0.13,0.11451686994614607,0.0
"X1,X5",0.1,rbf,0.5210307692307694,0.049923517836147076,0.6474935194294335,0.08854382431355269,0.0,1.4208963634021465e-05,0.0
"X1,X5",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X1,X5",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X1,X6",100.0,rbf,0.6360461538461538,0.08371019463835055,0.7084988913150956,0.07873232400666892,0.14,0.1308524884017468,0.0
"X1,X6",10.0,rbf,0.6360461538461538,0.08371019463835055,0.7084988913150956,0.07873232400666892,0.14,0.1308524884017468,0.0
"X1,X6",1.0,rbf,0.6182307692307691,0.07395580801033508,0.6769905586295818,0.07768463306581408,0.07,0.06535633012787112,0.0
"X1,X6",0.1,rbf,0.5713538461538462,0.050515815087599024,0.7103542095709813,0.03928769033650684,0.0,0.000843228065699364,0.0
"X1,X6",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X1,X6",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X1,mean",100.0,rbf,0.6253846153846154,0.07788065516997236,0.699059381024293,0.07835649353455039,0.05,0.08959095763692959,0.0
"X1,mean",10.0,rbf,0.5920615384615385,0.07451324333266311,0.6465436190247793,0.08007306114704904,0.0,0.032070831498217434,0.0
"X1,mean",1.0,rbf,0.615523076923077,0.07894034748807773,0.6489172625288674,0.08094070696930532,0.07,0.07350556046454215,0.0
"X1,mean",0.1,rbf,0.5377384615384616,0.03453800239544054,0.6946014578228734,0.04715380564854864,0.0,1.2982938835115476e-08,0.0
"X1,mean",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X1,mean",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X1,F_w_mean",100.0,rbf,0.5910307692307692,0.08808577180944872,0.6316652927087949,0.09511547477062428,0.06,0.05732208932686078,0.0
"X1,F_w_mean",10.0,rbf,0.5930615384615385,0.08815706666153805,0.6284485899969046,0.0925866587281262,0.07,0.06017020116448657,0.0
"X1,F_w_mean",1.0,rbf,0.6149692307692307,0.07796095366180425,0.6327060118277675,0.0870449723126316,0.07,0.07004014877295217,0.0
"X1,F_w_mean",0.1,rbf,0.545323076923077,0.047841167190052006,0.6324751045251069,0.07156260415762035,0.0,5.664495073198772e-05,0.0
"X1,F_w_mean",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X1,F_w_mean",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X1,above_4",100.0,rbf,0.6030615384615384,0.06917963752811017,0.6640735558580986,0.0712707047407129,0.01,0.03325945627265614,0.0
"X1,above_4",10.0,rbf,0.6209384615384614,0.0711404627746192,0.6777019287438734,0.07300750947544624,0.04,0.06263237050443016,0.0
"X1,above_4",1.0,rbf,0.6194461538461538,0.07598147391764801,0.6621695012930838,0.08341866872886408,0.05,0.07283317041390791,0.0
"X1,above_4",0.1,rbf,0.5460615384615386,0.03031418907329698,0.7004218068041098,0.03812883666447473,0.0,6.486342574163473e-10,0.0
"X1,above_4",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X1,above_4",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X1,above_5",100.0,rbf,0.6142307692307692,0.08135403671570839,0.6842503136148601,0.08846265797402261,0.06,0.0773637366782488,0.0
"X1,above_5",10.0,rbf,0.6067692307692307,0.07620216027626271,0.6750225064037894,0.08670447866047282,0.04,0.05292232192270163,0.0
"X1,above_5",1.0,rbf,0.620676923076923,0.0786081044348497,0.656044164383693,0.08445275375388639,0.05,0.08215283288501296,0.0
"X1,above_5",0.1,rbf,0.5313076923076925,0.04345187094657027,0.6791556010469946,0.06374172700271231,0.0,2.407412928784325e-06,0.0
"X1,above_5",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X1,above_5",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X3,X5",100.0,rbf,0.5228,0.07914674558867286,0.5638500728053192,0.09599085200528215,0.0,0.004423352291475613,0.0
"X3,X5",10.0,rbf,0.5228153846153846,0.07607907907032885,0.5676133947962274,0.0894641360732135,0.0,0.003231864941398599,0.0
"X3,X5",1.0,rbf,0.5385692307692307,0.07506596862074327,0.5783024331759803,0.09177320113008568,0.01,0.005383563740445352,0.0
"X3,X5",0.1,rbf,0.5436923076923078,0.0250367776817703,0.7038218308806543,0.022928127270181033,0.0,4.984901380566953e-14,0.0
"X3,X5",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X3,X5",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X3,X6",100.0,rbf,0.5355846153846153,0.07114936534747947,0.6087134671881339,0.07652303017659537,0.0,0.0031428179272880996,0.0
"X3,X6",10.0,rbf,0.5355846153846153,0.07114936534747947,0.6087134671881339,0.07652303017659537,0.0,0.0031428179272880996,0.0
"X3,X6",1.0,rbf,0.5446615384615385,0.06982868470120708,0.6265758748757418,0.07371067221511685,0.0,0.003974975258598579,0.0
"X3,X6",0.1,rbf,0.5468923076923078,0.018356728125012423,0.7051643520343212,0.018532382074862398,0.0,0.0,0.0
"X3,X6",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X3,X6",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X3,mean",100.0,rbf,0.509523076923077,0.07335145033516507,0.5721483655635745,0.09611535428034783,0.0,0.0013245859950340444,0.0
"X3,mean",10.0,rbf,0.5073538461538462,0.07783295114553777,0.5740994862179583,0.09471010519432224,0.0,0.0021144395861906196,0.0
"X3,mean",1.0,rbf,0.5252615384615384,0.0706588369746032,0.5984912162430359,0.09701464827731031,0.0,0.0018803684521450093,0.0
"X3,mean",0.1,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X3,mean",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X3,mean",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X3,F_w_mean",100.0,rbf,0.5788769230769231,0.08348698087924465,0.6134258440854606,0.09288572891737454,0.03,0.03513708296530771,0.0
"X3,F_w_mean",10.0,rbf,0.5661230769230771,0.08201456935080996,0.6003085364387887,0.1004603574966211,0.0,0.022850523082144747,0.0
"X3,F_w_mean",1.0,rbf,0.5419384615384616,0.07362936769375553,0.58061172365582,0.0895413972059861,0.0,0.005322143318023942,0.0
"X3,F_w_mean",0.1,rbf,0.5409076923076924,0.030679172049342153,0.6990127414402858,0.030758925611287714,0.0,3.5568170630995155e-10,0.0
"X3,F_w_mean",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X3,F_w_mean",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X3,above_4",100.0,rbf,0.5708923076923077,0.09277386900000867,0.6129581914982108,0.09297240026399986,0.05,0.04317211252179842,0.0
"X3,above_4",10.0,rbf,0.5646461538461539,0.08603452726467906,0.6138220370879125,0.08599212695543214,0.03,0.02730618090388559,0.0
"X3,above_4",1.0,rbf,0.5916153846153847,0.07588324104958452,0.682162756290154,0.0715763659042908,0.02,0.03410235880747603,0.0
"X3,above_4",0.1,rbf,0.5492769230769232,0.018547817619912563,0.708357624831309,0.01440772642411478,0.0,0.0,0.0
"X3,above_4",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X3,above_4",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X3,above_5",100.0,rbf,0.568,0.08713697304248018,0.5487971524367942,0.10551410361252514,0.04,0.03150351183991407,0.0
"X3,above_5",10.0,rbf,0.5658307692307691,0.07400121380741274,0.5512625483449021,0.0819917695112787,0.0,0.013261512829769506,0.0
"X3,above_5",1.0,rbf,0.5229692307692307,0.06936372020352839,0.5531784703940731,0.07850872368896278,0.0,0.0014192244099769935,0.0
"X3,above_5",0.1,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X3,above_5",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X3,above_5",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X5,X6",100.0,rbf,0.5909846153846154,0.07898768385757006,0.6671651484697552,0.0795283962895754,0.03,0.03920705774983135,0.0
"X5,X6",10.0,rbf,0.5921846153846154,0.07982011729044473,0.6678494104443397,0.07998674866902936,0.03,0.04212204822142329,0.0
"X5,X6",1.0,rbf,0.5956307692307693,0.06749577063234731,0.6782506265967453,0.06518099882644701,0.01,0.023252539120580562,0.0
"X5,X6",0.1,rbf,0.5441076923076924,0.022618058449993848,0.7035532902375007,0.021877770470627,0.0,1.1102230246251565e-16,0.0
"X5,X6",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X5,X6",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X5,mean",100.0,rbf,0.5096769230769231,0.09328058963346482,0.6005805753306135,0.11099622965153808,0.0,0.009089812873358194,0.0
"X5,mean",10.0,rbf,0.5192307692307693,0.07619858825510488,0.6056720833201884,0.09754255250004774,0.0,0.0028369773655143593,0.0
"X5,mean",1.0,rbf,0.5461846153846154,0.07228149443578089,0.6187037726732644,0.0905281225513873,0.0,0.005494490332526136,0.0
"X5,mean",0.1,rbf,0.5460923076923079,0.02180268698494097,0.706146134567187,0.019169375811888954,0.0,0.0,0.0
"X5,mean",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X5,mean",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X5,F_w_mean",100.0,rbf,0.5905999999999999,0.0857045689336028,0.6461366397218129,0.09194416197930003,0.02,0.05191978351593962,0.0
"X5,F_w_mean",10.0,rbf,0.5854615384615385,0.09474659444942236,0.635907867011899,0.10311980993921879,0.05,0.06356388698730864,0.0
"X5,F_w_mean",1.0,rbf,0.562523076923077,0.08639568255704125,0.5883540816742735,0.09861625167268127,0.01,0.026281906673758848,0.0
"X5,F_w_mean",0.1,rbf,0.5218307692307694,0.05440966456093198,0.6752824344435124,0.06941632303534938,0.0,6.51315725970214e-05,0.0
"X5,F_w_mean",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X5,F_w_mean",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X5,above_4",100.0,rbf,0.5788923076923077,0.07904191981953246,0.6280744678934309,0.08641990672252603,0.04,0.027954700414633216,0.0
"X5,above_4",10.0,rbf,0.5606461538461539,0.07923216727668722,0.6168778914367349,0.08532354177006002,0.03,0.016281191215995472,0.0
"X5,above_4",1.0,rbf,0.5756307692307693,0.07357344517092786,0.6640291534799158,0.07909781620980832,0.0,0.01794528421405084,0.0
"X5,above_4",0.1,rbf,0.5465076923076925,0.01805822928668298,0.706056331056331,0.016457694482361628,0.0,0.0,0.0
"X5,above_4",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X5,above_4",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X5,above_5",100.0,rbf,0.6271230769230768,0.09518630874648447,0.6825344820436409,0.08667023644668025,0.11,0.13989407120360398,0.0
"X5,above_5",10.0,rbf,0.5882615384615384,0.08746087003330259,0.6528411055967887,0.08498343900792535,0.02,0.052552492220526936,0.0
"X5,above_5",1.0,rbf,0.5526153846153846,0.0794355829230171,0.6298253548939726,0.09469167771964555,0.0,0.0127724140434754,0.0
"X5,above_5",0.1,rbf,0.5464923076923077,0.017615995958488073,0.7064055148265674,0.01526965473415282,0.0,0.0,0.0
"X5,above_5",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X5,above_5",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X6,mean",100.0,rbf,0.6446307692307692,0.07204321352760865,0.6983670127740139,0.06746406850881295,0.11,0.11801414926229592,0.0
"X6,mean",10.0,rbf,0.6101384615384616,0.07305573619994514,0.6749948597630662,0.06902277252356907,0.04,0.0504312851501072,0.0
"X6,mean",1.0,rbf,0.5721384615384615,0.06610477428621893,0.6709609579149565,0.06148418855925058,0.0,0.008469007365082826,0.0
"X6,mean",0.1,rbf,0.5476923076923078,0.01616483142961688,0.7074588758799285,0.01357836637129959,0.0,0.0,0.0
"X6,mean",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X6,mean",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X6,F_w_mean",100.0,rbf,0.6365230769230769,0.09767513356006395,0.6942924762501841,0.09291796413102596,0.17,0.16927892443250803,0.0
"X6,F_w_mean",10.0,rbf,0.6444615384615385,0.0911575786317947,0.7068683581719034,0.08774779478529549,0.14,0.17403017942161902,0.0
"X6,F_w_mean",1.0,rbf,0.6061692307692307,0.08114141209885645,0.6828035868304637,0.08910622231386223,0.03,0.06349116113083098,0.0
"X6,F_w_mean",0.1,rbf,0.552046153846154,0.03013504515917576,0.7059624019283463,0.0225201919631878,0.0,1.7609621538738907e-09,0.0
"X6,F_w_mean",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X6,F_w_mean",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X6,above_4",100.0,rbf,0.6420153846153847,0.07951143567039187,0.691720425706602,0.0717742893039575,0.11,0.13424090478592543,0.0
"X6,above_4",10.0,rbf,0.6451384615384615,0.0743397669268983,0.6918902208572061,0.06827173099850069,0.08,0.12682341875071967,0.0
"X6,above_4",1.0,rbf,0.5943230769230768,0.06737010556812535,0.6677487092740162,0.05965969797344,0.01,0.02200980832047772,0.0
"X6,above_4",0.1,rbf,0.5480923076923079,0.01694071807787626,0.7071683280599689,0.013700881790557829,0.0,0.0,0.0
"X6,above_4",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X6,above_4",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X6,above_5",100.0,rbf,0.5232153846153846,0.07718021483599392,0.6044064345375064,0.10614682605735613,0.0,0.0036894318525837466,0.0
"X6,above_5",10.0,rbf,0.5462461538461539,0.07131688431336357,0.6338382321891585,0.09546724036793361,0.0,0.004989117492650075,0.0
"X6,above_5",1.0,rbf,0.6007076923076923,0.0630658226630374,0.7079534758528567,0.05826161214708236,0.02,0.02017651320060143,0.0
"X6,above_5",0.1,rbf,0.5480923076923079,0.017860233173004305,0.7066603524219623,0.015179659365651315,0.0,0.0,0.0
"X6,above_5",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"X6,above_5",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"mean,F_w_mean",100.0,rbf,0.5584461538461538,0.09586146192113286,0.6157976732866238,0.09678513633082318,0.05,0.03675897333501055,0.0
"mean,F_w_mean",10.0,rbf,0.5490615384615385,0.08482767634773579,0.6098812697167175,0.09467179070452678,0.01,0.01646186609528011,0.0
"mean,F_w_mean",1.0,rbf,0.5519538461538462,0.0778582705681162,0.5999899865300433,0.09694420367188554,0.01,0.011103801985191009,0.0
"mean,F_w_mean",0.1,rbf,0.5424923076923078,0.027609088633055782,0.7022291158114587,0.028094846278299414,0.0,5.54789547635437e-12,0.0
"mean,F_w_mean",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"mean,F_w_mean",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"mean,above_4",100.0,rbf,0.6130461538461539,0.08002735626946131,0.6784554091253123,0.07562272472835294,0.06,0.071949649894549,0.0
"mean,above_4",10.0,rbf,0.6376923076923076,0.07273051498958938,0.7053212527507888,0.06570379955310654,0.09,0.10218947249288224,0.0
"mean,above_4",1.0,rbf,0.6476461538461536,0.05816054295995224,0.7240662470749685,0.04613658405760952,0.05,0.07839148424940356,0.0
"mean,above_4",0.1,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"mean,above_4",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"mean,above_4",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"mean,above_5",100.0,rbf,0.5495384615384615,0.08712963884062096,0.6175898548285356,0.09397812492398831,0.0,0.019170788949905093,0.0
"mean,above_5",10.0,rbf,0.5137538461538462,0.08819795379289953,0.5951626583423124,0.11123666853226846,0.01,0.007106642320949819,0.0
"mean,above_5",1.0,rbf,0.5306769230769232,0.07406851777539353,0.6467242581229994,0.09287297056604273,0.0,0.003561232940327841,0.0
"mean,above_5",0.1,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"mean,above_5",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"mean,above_5",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"F_w_mean,above_4",100.0,rbf,0.6069538461538461,0.08681599394543456,0.669066729678703,0.08162288588418715,0.07,0.07819451120071919,0.0
"F_w_mean,above_4",10.0,rbf,0.6311999999999999,0.07523755829048942,0.6988105364589425,0.06798998750616295,0.11,0.09456217349358398,0.0
"F_w_mean,above_4",1.0,rbf,0.6101846153846153,0.07485426630080583,0.6747203378222076,0.07885503539401663,0.04,0.054727373841603644,0.0
"F_w_mean,above_4",0.1,rbf,0.5441076923076925,0.021899236700107565,0.7038062084547653,0.021845453057279873,0.0,0.0,0.0
"F_w_mean,above_4",0.01,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"F_w_mean,above_4",0.001,rbf,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"F_w_mean,above_5",100.0,rbf,0.5626307692307693,0.09879230379913626,0.6113389676147045,0.10391857923940924,0.04,0.04511815191035484,0.0
"F_w_mean,above_5",10.0,rbf,0.5582615384615385,0.09534903927119995,0.6104466041218393,0.09943727609299657,0.02,0.035839174607325,0.0
"F_w_mean,above_5",1.0,rbf,0.5498615384615385,0.07653968920546149,0.5991958706169378,0.09406527210580135,0.0,0.009298051394580398,0.0
"F_w_mean,above_5",0.1,rbf,0.5420923076923079,0.031433988313635544,0.7009128181404257,0.033750682148969494,0.0,1.1305032465713793e-09,0.0
