features,nn,acc_mean,acc_std,f1_mean,f1_std,above_73,norm_above_73,acc_mean_above_73
above_4,4,0.5652769230769232,0.08740878728522983,0.5102771296487102,0.14428176082649982,0.03,0.029747746431105337,0.0
above_4,5,0.5704615384615386,0.08586131655450767,0.5696071153838458,0.14303011851290678,0.04,0.031577780110092046,0.0
above_4,6,0.5580923076923078,0.08858389397734416,0.5146663590325983,0.14341991910059632,0.03,0.02615218223972493,0.0
above_4,7,0.5644307692307693,0.08434790730928433,0.5800557068317632,0.14478899571110818,0.02,0.02482702115490676,0.0
above_4,8,0.5565538461538463,0.08488436129758772,0.5247190410695733,0.15726186125956879,0.01,0.020510245238635205,0.0
above_4,9,0.5644153846153847,0.08828186569534474,0.6098033988939854,0.13924199005570764,0.01,0.030352663165614024,0.0
above_4,10,0.5579846153846154,0.08942914156440698,0.5751775624521409,0.14552693472832245,0.01,0.02720974402531362,0.0
above_4,11,0.5775384615384614,0.08575318925530188,0.6452782321841909,0.12602464503001362,0.01,0.037709236652750944,0.0
above_4,12,0.5786923076923077,0.08935280116998613,0.6230775059209079,0.13321310549478738,0.03,0.045192169495530066,0.0
above_4,13,0.593123076923077,0.07268362341288466,0.6781998431917402,0.08530166497163778,0.02,0.02983745138860694,0.0
above_4,14,0.5990153846153847,0.07572842165365554,0.6625867099945514,0.10214803745505403,0.03,0.04184529114158875,0.0
above_4,15,0.6019076923076924,0.06841264286768939,0.6863585578801374,0.07295315796374811,0.04,0.030579204065480314,0.0
above_5,1,0.5537692307692308,0.0796487481189948,0.6013030101969973,0.12460699758179389,0.02,0.0134626395499019,0.0
above_5,2,0.5689384615384617,0.08006526775444965,0.44548616957724824,0.17201901396198876,0.03,0.022129580120792025,0.0
above_5,3,0.5955538461538462,0.08563632890544974,0.5688876859283133,0.13342986875757018,0.05,0.05821147118081105,0.0
above_5,4,0.5956000000000001,0.08027910484401413,0.5289438370261709,0.1446806893997474,0.02,0.04704966018014811,0.0
above_5,5,0.6023230769230768,0.08717186859621752,0.5846229589658397,0.1355244590416697,0.05,0.07150720546216027,0.0
above_5,6,0.5998615384615384,0.08652286218377991,0.5498430699080114,0.1484826589518582,0.03,0.06627866630825541,0.0
above_5,7,0.6106153846153846,0.0821254632618674,0.5930604178971832,0.13225199242581426,0.04,0.07301672581744956,0.0
above_5,8,0.607476923076923,0.08526936643408936,0.5725746051753213,0.14227542128795562,0.04,0.0753739976855099,0.0
above_5,9,0.6047538461538461,0.0813621010009571,0.5924337008508898,0.12902722502664796,0.03,0.0618573320426391,0.0
above_5,10,0.6078153846153846,0.08150178565582938,0.5870708172806259,0.12582826699090283,0.04,0.06691543069629935,0.0
above_5,11,0.607123076923077,0.07940389002737393,0.6076347403459477,0.10962701125164467,0.04,0.0608722676377792,0.0
above_5,12,0.6074307692307692,0.0811477008245608,0.5920788822340469,0.1277971008089778,0.04,0.06546481251883463,0.0
above_5,13,0.6055230769230769,0.07878368106636593,0.611185255451258,0.11100305226234913,0.03,0.057055312529670776,0.0
above_5,14,0.6027076923076923,0.08212506554355098,0.5930610516662649,0.12782650817849306,0.03,0.06057301412956395,0.0
above_5,15,0.6019538461538461,0.08539413806912069,0.6074688509120535,0.12908107747450276,0.03,0.06687556074892709,0.0
"X1,X3",1,0.6173692307692308,0.08872437074725885,0.6374600532702062,0.12307040496270054,0.13,0.10214107619850976,0.0
"X1,X3",2,0.5689846153846154,0.09773983580382453,0.47371796592176585,0.18830472580515237,0.06,0.04973921059727071,0.0
"X1,X3",3,0.6094461538461539,0.08378191469982785,0.6192087832822242,0.11586908274553011,0.1,0.07508934574946957,0.0
"X1,X3",4,0.6065538461538461,0.08619988330419483,0.5673346026619693,0.13048488083088997,0.09,0.0760587624982858,0.0
"X1,X3",5,0.6091230769230769,0.09117205400753381,0.6258597619825865,0.11599627631179486,0.09,0.09245113430010421,0.0
"X1,X3",6,0.6047076923076923,0.0818596923447018,0.568184229811821,0.12271502025172443,0.07,0.0629373694952795,0.0
"X1,X3",7,0.6075692307692306,0.09020389264616416,0.6192235312500592,0.11180785233375512,0.06,0.08734819004836725,0.0
"X1,X3",8,0.6098,0.08350761719853775,0.5794642229309047,0.12404642204552359,0.07,0.07502007738862548,0.0
"X1,X3",9,0.6119846153846153,0.07532911457702512,0.6301624781058252,0.10352664173281743,0.03,0.05859666730676438,0.0
"X1,X3",10,0.6067538461538462,0.07889200017940788,0.5977661234077932,0.1165877730859693,0.05,0.059118841534421485,0.0
"X1,X3",11,0.6158307692307692,0.0853748559911111,0.6541350956746064,0.09381576443160046,0.09,0.09056726545826299,0.0
"X1,X3",12,0.6131846153846153,0.08101932124006707,0.6252982445853337,0.10262814680432322,0.07,0.07467639351897215,0.0
"X1,X3",13,0.6187230769230768,0.07907215040969988,0.6526603106471062,0.0890042508795121,0.09,0.0796716878332362,0.0
"X1,X3",14,0.6099538461538462,0.08224352782938295,0.6158410091874692,0.10701380716828984,0.07,0.07219416737987616,0.0
"X1,X3",15,0.6071076923076923,0.07706533921858606,0.6334545849224996,0.1013959886214347,0.07,0.05539516880103146,0.0
"X1,X5",1,0.5670153846153845,0.1193767483530075,0.6012908454030298,0.1444063872681363,0.05,0.08607999367765429,0.0
"X1,X5",2,0.5526461538461539,0.10689342809740085,0.4541615042615105,0.19634958526521354,0.05,0.04854126325082886,0.0
"X1,X5",3,0.6166615384615385,0.10489985192988235,0.6355496336514904,0.12620926430071228,0.16,0.1399721582171568,0.0
"X1,X5",4,0.5677538461538462,0.11078865641631612,0.5132358971159197,0.17889931395001052,0.1,0.07153341531488544,0.0
"X1,X5",5,0.6223846153846153,0.09498361739776232,0.6592443633120065,0.10549669248703357,0.14,0.1286094564236523,0.0
"X1,X5",6,0.6189692307692307,0.10945827985851869,0.6116200706536903,0.14751659116251822,0.19,0.15520404529776322,0.0
"X1,X5",7,0.6302923076923076,0.09773958758992449,0.6633850696574687,0.10218128135454436,0.19,0.15383193322083,0.0
"X1,X5",8,0.6394923076923075,0.0944795911088457,0.6494252568971071,0.10636550458848215,0.21,0.16904140263320389,0.0
"X1,X5",9,0.6256,0.08963265465813834,0.6537357394198027,0.10007266791534354,0.12,0.12205927616600731,0.0
"X1,X5",10,0.6358923076923076,0.08835031268467186,0.6397184139018494,0.10001312639629514,0.14,0.14340055388108564,0.0
"X1,X5",11,0.6209076923076923,0.08208441174113129,0.6429146173528616,0.09684648654671557,0.1,0.09191971558729262,0.0
"X1,X5",12,0.6319538461538462,0.08877359141402572,0.6379882951438808,0.10115302526187187,0.17,0.1346985980923482,0.0
"X1,X5",13,0.6192923076923077,0.09180695465528155,0.6428504096380999,0.09374774311268266,0.12,0.1139328859080776,0.0
"X1,X5",14,0.6359384615384616,0.09253830679698041,0.6401238870766265,0.09826093882269023,0.16,0.15470506158127173,0.0
"X1,X5",15,0.6212153846153846,0.09292315206313823,0.6405330769215292,0.0955899613945102,0.11,0.12086081495626078,0.0
"X1,X6",1,0.624476923076923,0.09499799935607489,0.6402043083278,0.15411631218697433,0.15,0.1333288111824149,0.0
"X1,X6",2,0.5642615384615385,0.08192791029439907,0.4322984456446837,0.19552716424971875,0.05,0.02153764406248082,0.0
"X1,X6",3,0.5994307692307692,0.09683992892562203,0.5702092310992329,0.17981250082680258,0.09,0.08878103143431992,0.0
"X1,X6",4,0.5714153846153845,0.09185715177034909,0.4702199315954656,0.2025538939687681,0.05,0.042135361387789505,0.0
"X1,X6",5,0.6156461538461538,0.0975377469034728,0.6240376307724554,0.1424997970532818,0.11,0.12051703258342816,0.0
"X1,X6",6,0.5934615384615385,0.10387575076808415,0.5349254581809949,0.199055969983987,0.1,0.09434905660681281,0.0
"X1,X6",7,0.6145692307692308,0.09811054144787536,0.6233535941820729,0.1438265243022167,0.13,0.11969000070818092,0.0
"X1,X6",8,0.6036923076923076,0.09705705026383792,0.5799133083181283,0.1711895797059077,0.11,0.09656493373673336,0.0
"X1,X6",9,0.6093230769230769,0.09403456999970589,0.6370654454708612,0.11747510415412091,0.09,0.09968910289809951,0.0
"X1,X6",10,0.6033384615384615,0.09479371686665973,0.6068049536431015,0.13612818652436798,0.08,0.09074510285092519,0.0
"X1,X6",11,0.6112923076923077,0.08343149973438686,0.6529951624592321,0.09305378339172485,0.08,0.07739471691219602,0.0
"X1,X6",12,0.6041230769230769,0.09083827361119719,0.6297714784312967,0.11170040617485247,0.07,0.08291535088550117,0.0
"X1,X6",13,0.6061384615384615,0.08248349162427926,0.6574368234709864,0.08349249566646727,0.05,0.06659344319347771,0.0
"X1,X6",14,0.6124615384615384,0.08611551345027639,0.6485608739041239,0.092179422227725,0.05,0.0861433412754481,0.0
"X1,X6",15,0.6112000000000001,0.08028590332174976,0.6670216150071124,0.07896433678484095,0.04,0.06947508512729006,0.0
"X1,mean",1,0.6177076923076923,0.08837748381217025,0.6583170182063239,0.09557803097726741,0.09,0.10193574165280639,0.0
"X1,mean",2,0.579123076923077,0.0988289431290247,0.5101104581242083,0.15672377764746165,0.08,0.06342438953506047,0.0
"X1,mean",3,0.6177538461538461,0.0865533101790947,0.6533443702713947,0.09065674401784125,0.07,0.09734240839127106,0.0
"X1,mean",4,0.5866769230769231,0.08542361410145234,0.5664548423570522,0.10661888214801922,0.05,0.046693832309412264,0.0
"X1,mean",5,0.5805230769230769,0.08649854669230955,0.6186257058650768,0.10298157481998388,0.03,0.04198640818818411,0.0
"X1,mean",6,0.5696615384615384,0.08367705743409243,0.558593012790526,0.1091848886184954,0.03,0.027672494904505407,0.0
"X1,mean",7,0.5736923076923076,0.08014616824292768,0.6046873618011788,0.0958274365808794,0.01,0.025571211604378252,0.0
"X1,mean",8,0.5712923076923078,0.0820827176961064,0.5534067653606017,0.10438276725827572,0.03,0.026586748563399376,0.0
"X1,mean",9,0.5724615384615384,0.07862863052642809,0.5971242483489616,0.09325389119352016,0.01,0.022557732737518266,0.0
"X1,mean",10,0.5938769230769231,0.07767508720045078,0.5740143869789687,0.09847336254191459,0.03,0.03984671456045907,0.0
"X1,mean",11,0.5673230769230769,0.07683290715117953,0.5866325778681017,0.09479166343810831,0.0,0.01711796536239285,0.0
"X1,mean",12,0.5780307692307691,0.0823708111684253,0.5639668960411818,0.10485833128514511,0.01,0.032523110242433484,0.0
"X1,mean",13,0.5703846153846154,0.08242949291227715,0.5961753767257282,0.10031938467433846,0.02,0.026410170535954514,0.0
"X1,mean",14,0.5740307692307691,0.07837197905241207,0.5649980786480002,0.10653786419648657,0.01,0.0232891486804353,0.0
"X1,mean",15,0.5684615384615384,0.08414653322184129,0.5969696328521892,0.10494420257325313,0.01,0.02744612856230666,0.0
"X1,F_w_mean",1,0.5699692307692307,0.09133214759016647,0.6094542267304273,0.10092238232392511,0.03,0.03987104789071705,0.0
"X1,F_w_mean",2,0.5498307692307692,0.08756668329718009,0.48317596290146403,0.1412643777485264,0.01,0.019818649555520818,0.0
"X1,F_w_mean",3,0.5985692307692307,0.09940444074706466,0.6381154516951671,0.10222122606269204,0.09,0.09305376508049301,0.0
"X1,F_w_mean",4,0.5783384615384615,0.09646109188953188,0.5611077260515512,0.12393548052475796,0.05,0.05794558685213835,0.0
"X1,F_w_mean",5,0.5878769230769231,0.10173460775076092,0.6360926186724561,0.09915287772171245,0.06,0.08120703696354858,0.0
"X1,F_w_mean",6,0.5752307692307692,0.08919375890284553,0.5693132694492272,0.10776681978693352,0.03,0.04135247456926483,0.0
"X1,F_w_mean",7,0.5735692307692308,0.08753166933227467,0.6144541742739782,0.09574730022139746,0.03,0.036957965721262975,0.0
"X1,F_w_mean",8,0.5803076923076924,0.09521225121309278,0.5787597143894552,0.11170611872881551,0.07,0.05795256702011509,0.0
"X1,F_w_mean",9,0.573246153846154,0.08881225327262532,0.611311410189705,0.09608795185016308,0.04,0.03878167552236722,0.0
"X1,F_w_mean",10,0.5828,0.09191361521951953,0.5863915963364313,0.10752184498809285,0.06,0.05463269439136553,0.0
"X1,F_w_mean",11,0.5772615384615385,0.07656550121517759,0.6119169198573068,0.09007328774029195,0.03,0.023028359055707104,0.0
"X1,F_w_mean",12,0.5946461538461538,0.0916126344610797,0.5938263733547344,0.11105122346400734,0.08,0.06977641566224002,0.0
"X1,F_w_mean",13,0.5927538461538462,0.08520252100612291,0.624520538769655,0.09902749243764893,0.08,0.05360918737100051,0.0
"X1,F_w_mean",14,0.5880000000000001,0.08250486806508978,0.589420497089879,0.10245973686085115,0.06,0.04261538135508358,0.0
"X1,F_w_mean",15,0.5888461538461539,0.07604494933607772,0.6222989233925577,0.08996673014209643,0.05,0.03171326704139277,0.0
"X1,above_3",1,0.5559692307692308,0.127759163221204,0.4931963747157998,0.24390650440258638,0.1,0.0865707994945959,0.0
"X1,above_3",2,0.48050769230769225,0.09191404654710139,0.18109514099684237,0.24360912180724711,0.01,0.0033197077457296498,0.0
"X1,above_3",3,0.5436461538461539,0.1174072273815378,0.4422545638353238,0.2566337358284295,0.05,0.05622876498915341,0.0
"X1,above_3",4,0.5114923076923077,0.1130032109299261,0.30448641985915176,0.27910739710109217,0.04,0.026578613788326932,0.0
"X1,above_3",5,0.5972307692307691,0.11138227791852492,0.5851104460606671,0.20403886259333162,0.1,0.11662788471347807,0.0
"X1,above_3",6,0.5341692307692307,0.11779840265741744,0.40007824859711155,0.28482462103065703,0.02,0.04821399922749858,0.0
"X1,above_3",7,0.594123076923077,0.09707055446621647,0.6051719340621482,0.16368779496329702,0.07,0.0807903721995995,0.0
"X1,above_3",8,0.5705076923076923,0.11010227735741865,0.4873119056260509,0.26865418969475763,0.03,0.07372700981504476,0.0
"X1,above_3",9,0.6138307692307692,0.09067622223111475,0.6352903491060019,0.12808892233161448,0.09,0.10007167604817402,0.0
"X1,above_3",10,0.5882000000000001,0.09975758902483227,0.5556026159564399,0.2044519846858976,0.05,0.07759360851634278,0.0
"X1,above_3",11,0.617,0.08688600298548034,0.642041462494684,0.11190152037795488,0.08,0.0967054598050674,0.0
"X1,above_3",12,0.6147846153846153,0.09341107089462401,0.6162703238154549,0.13401684491976257,0.07,0.1087089515940487,0.0
"X1,above_3",13,0.618,0.08783753157200355,0.6466173366059111,0.09957885312175213,0.07,0.10114022153766422,0.0
"X1,above_3",14,0.6212307692307693,0.08546094993912155,0.6349495372738446,0.10160762517308704,0.07,0.10155586257974936,0.0
"X1,above_3",15,0.610123076923077,0.08147230407543993,0.6383305108933138,0.09596961041849153,0.05,0.07059385065117041,0.0
"X1,above_4",1,0.5797230769230769,0.09787937994159689,0.5907205662126941,0.14243464674998507,0.05,0.062351676914228826,0.0
"X1,above_4",2,0.5547692307692308,0.10908874840965863,0.4092889990774166,0.23183417465793735,0.06,0.0541024825914832,0.0
"X1,above_4",3,0.6134,0.0901121707296493,0.617326582245688,0.11904162358541376,0.1,0.09784257910531435,0.0
"X1,above_4",4,0.6031846153846153,0.09076773271254025,0.5774327551958689,0.13661424541530373,0.09,0.08118548170829543,0.0
"X1,above_4",5,0.6125076923076923,0.08438897120796332,0.6488637298199162,0.09526405605281085,0.07,0.08192019216900326,0.0
